"ageBin","age","n","positive","ageRow","pathogen","fraction","fitted.values.mean","fitted.values.sd","fitted.values.0.025quant","fitted.values.0.5quant","fitted.values.0.975quant","fitted.values.mode"
44,44,127,0,45,"yam",0,0.0183534819589284,0.00144134937364446,0.0156873095880986,0.0182981783849425,0.0213351730087146,0.0181880691235982
45,45,120,2,46,"yam",0.0166666666666667,0.0184982282405713,0.00146170495110278,0.0157953817741186,0.0184418081860671,0.0215229597025765,0.0183294806937218
46,46,116,2,47,"yam",0.0172413793103448,0.0186443494950422,0.00148362815556993,0.0159021061020381,0.0185866922417631,0.0217155323674023,0.0184719070801315
47,47,120,1,48,"yam",0.00833333333333333,0.0187919284330665,0.00150716339285812,0.0160074938309835,0.0187329079297362,0.0219130755730904,0.0186154151098661
48,48,119,3,49,"yam",0.0252100840336134,0.0189414937688707,0.0015323983976909,0.0161119239887961,0.018880976320211,0.0221163113092293,0.0187605106879713
49,49,125,1,50,"yam",0.008,0.0190920327615539,0.00155929806389791,0.0162144625877869,0.0190298813315505,0.02232416712301,0.018906171183673
50,50,116,1,51,"yam",0.00862068965517241,0.0192443597963245,0.00158798279995294,0.0163157173884274,0.0191804272686654,0.0225377215106869,0.0190531808960981
51,51,124,4,52,"yam",0.032258064516129,0.0193984723394996,0.00161850090484363,0.0164156131146092,0.0193326041228303,0.022757087309389,0.0192015150419115
52,52,104,5,53,"yam",0.0480769230769231,0.0195537308513875,0.00165086817421116,0.0165135013257035,0.0194857648635938,0.0229816765952969,0.0193505117811515
53,53,135,2,54,"yam",0.0148148148148148,0.019709577733753,0.00168507981146783,0.0166088517203717,0.0196393458521672,0.0232109389277509,0.0194995955414272
54,54,123,2,55,"yam",0.016260162601626,0.0198672120948018,0.00172131991189396,0.0167025489492295,0.019794530307363,0.0234464784985478,0.0196499180502061
55,55,108,2,56,"yam",0.0185185185185185,0.0200260829241453,0.00175959863487149,0.0167940468309944,0.019950758856155,0.0236877871741016,0.0198009033892421
56,56,95,3,57,"yam",0.0315789473684211,0.020186280590348,0.00179998912701857,0.0168833273296686,0.0201081099851905,0.0239351315120298,0.0199526065177625
57,57,106,2,58,"yam",0.0188679245283019,0.0203472741088033,0.00184250702547033,0.0169698583895458,0.020266042726887,0.0241880385618313,0.0201044667345846
58,58,129,1,59,"yam",0.00775193798449612,0.0205093513656228,0.0018872489040616,0.0170537811715041,0.0204248305149822,0.0244470253979446,0.0202567288232742
59,59,127,2,60,"yam",0.015748031496063,0.0206728840577974,0.00193432893298156,0.0171352919206786,0.0205848286390459,0.0247127327929467,0.0204097256266685
60,60,112,6,61,"yam",0.0535714285714286,0.0208379390403941,0.00198382233232517,0.017214354377436,0.0207460889702002,0.024985416238472,0.0205634852937514
61,61,123,4,62,"yam",0.032520325203252,0.021003015719241,0.00203564746303737,0.0172896531023512,0.020907102619119,0.0252634373801854,0.0207164701836309
62,62,121,2,63,"yam",0.0165289256198347,0.0211690943112002,0.00208997420184565,0.0173618979395127,0.0210688285788032,0.0255481679528548,0.020869597609329
63,63,144,5,64,"yam",0.0347222222222222,0.0213368140775143,0.00214692136860607,0.0174315510196395,0.0212318872913924,0.0258405318033229,0.0210234511257711
64,64,158,3,65,"yam",0.0189873417721519,0.021504792273933,0.00220643081230854,0.0174973812510521,0.0213948835367991,0.0261390658413692,0.0211766113031155
65,65,159,5,66,"yam",0.0314465408805031,0.0216744276196628,0.00226870689109988,0.0175604609852652,0.0215591909567296,0.0264456383542224,0.021330402516219
66,66,158,3,67,"yam",0.0189873417721519,0.021844500038062,0.00233368352640235,0.0176197382078327,0.0217235768004804,0.026758933707311,0.0214835674077147
67,67,152,2,68,"yam",0.0131578947368421,0.0220158308339031,0.00240150284052399,0.0176758259236521,0.0218888387802291,0.0270801163093488,0.021636857415123
68,68,157,4,69,"yam",0.0254777070063694,0.02218872721921,0.00247224703395297,0.0177289334649607,0.0220552630130705,0.0274097118541703,0.0217905173078788
69,69,156,2,70,"yam",0.0128205128205128,0.0223621878678313,0.00254586404942568,0.0177782087004356,0.0222218327227631,0.0277466582840635,0.0219435002126215
70,70,18,0,71,"yam",0,0.0225373380308246,0.00262257755885298,0.017824437256809,0.0223896399947644,0.0280926100128278,0.0220968329879499
71,71,22,0,72,"yam",0,0.0227135176592737,0.00270224225205476,0.0178672596244388,0.0225580202020085,0.0284466330073238,0.0222498422143508
72,72,26,0,73,"yam",0,0.0228909226870923,0.00278497869559961,0.0179067228990222,0.0227271401841899,0.028809238476893,0.0224026375179705
73,73,28,1,74,"yam",0.0357142857142857,0.0230697232331228,0.00287085127807659,0.0179429434324826,0.0228971461965705,0.0291807869761017,0.0225553354968269
74,74,24,2,75,"yam",0.0833333333333333,0.0232497672154618,0.00295988792075738,0.0179757837336897,0.0230678634714038,0.029561241859876,0.0227077713971537
75,75,26,2,76,"yam",0.0769230769230769,0.0234308423185411,0.00305210001750707,0.0180050764672803,0.0232390577885829,0.0299504714814599,0.0228596081971867
76,76,22,0,77,"yam",0,0.0236128467181353,0.00314752307598793,0.0180307260353868,0.0234106026081995,0.0303485095593739,0.0230106717864197
77,77,15,0,78,"yam",0,0.0237964735729572,0.00324629037705981,0.0180532589814394,0.0235831600031791,0.0307563940444584,0.0231615639769851
78,78,24,0,79,"yam",0,0.0239813558291848,0.00334839088875564,0.0180723999097331,0.0237563404130748,0.0311737955822621,0.0233118519163252
79,79,38,5,80,"yam",0.131578947368421,0.0241684149133413,0.00345400542842028,0.0180888271680315,0.0239310286977901,0.0316020883158574,0.023462349316378
80,80,22,1,81,"yam",0.0454545454545455,0.0243554541209033,0.00356289857619676,0.0181008445108677,0.0241050166342828,0.0320386420520221,0.0236108264459297
81,81,16,0,82,"yam",0,0.0245444303144877,0.00367536737430257,0.0181099594944277,0.0242802173264853,0.0324861138207394,0.0237591107314082
82,82,27,0,83,"yam",0,0.0247350827774064,0.0037914223810321,0.0181159761353126,0.0244563428180294,0.0329443350033944,0.023906861254528
83,83,20,0,84,"yam",0,0.0249274939881832,0.00391115188643518,0.0181189138030769,0.0246334401476472,0.033413654953423,0.0240541522146598
84,84,16,0,85,"yam",0,0.0251216678575576,0.00403459729544017,0.0181187905909021,0.0248114828950739,0.0338942381486349,0.0242009020100418
85,85,20,1,86,"yam",0.05,0.025317846046846,0.0041618482489947,0.018115782840427,0.0249906774230792,0.0343865948162269,0.0243471725161313
86,86,15,0,87,"yam",0,0.0255156577417689,0.00429291482271577,0.0181096001497596,0.0251706213499512,0.0348904559103322,0.0244925015061865
87,87,18,0,88,"yam",0,0.0257156508868509,0.00442793076927687,0.0181006523888954,0.0253518229853171,0.0354067357697368,0.0246373212182632
88,88,13,0,89,"yam",0,0.025917813389015,0.00456696826076562,0.0180889064199839,0.025534232138224,0.0359356631538455,0.0247815084693218
89,89,19,0,90,"yam",0,0.0261221398291057,0.0047100729981074,0.0180743774060991,0.0257178089346689,0.0364774112500208,0.0249249571793959
90,90,29,0,91,"yam",0,0.026328720212065,0.00485730117027426,0.0180571582072807,0.0259026081383015,0.0370322710725046,0.0250676540354376
90,91,28,0,91,"yam",0,0.0263287244211439,0.0048573026879372,0.0180571600153052,0.0259026121539317,0.0370322787877157,0.0250676576779096
90,92,21,0,91,"yam",0,0.0263287538847519,0.00485731331159458,0.0180571726715161,0.0259026402633962,0.0370323327942789,0.0250676831598215
90,93,26,1,91,"yam",0.0384615384615385,0.0263288902042917,0.00485733391727552,0.0180572725750579,0.0259027752137907,0.0370325133257374,0.0250678153781797
90,94,23,0,91,"yam",0,0.0263287454665696,0.00485731027626641,0.0180571690554419,0.0259026322321115,0.0370323173638327,0.0250676758788312
90,95,28,0,91,"yam",0,0.0263287244211439,0.0048573026879372,0.0180571600153052,0.0259026121539317,0.0370322787877157,0.0250676576779096
90,96,21,2,91,"yam",0.0952380952380952,0.0263290686161331,0.0048573696999658,0.0180573905597436,0.025902950321959,0.0370327710116636,0.0250679840039231
90,97,28,1,91,"yam",0.0357142857142857,0.0263288817860256,0.00485733088189512,0.0180572689589836,0.0259027671824296,0.0370324978950799,0.0250678080990767
90,98,23,0,91,"yam",0,0.0263287454665696,0.00485731027626641,0.0180571690554419,0.0259026322321115,0.0370323173638327,0.0250676758788312
90,99,21,1,91,"yam",0.0476190476190476,0.0263289112499875,0.00485734150571606,0.0180572816152916,0.0259027952922261,0.0370325519023803,0.0250678335805285
