"ageBin","age","n","positive","ageRow","pathogen","fraction","fitted.values.mean","fitted.values.sd","fitted.values.0.025quant","fitted.values.0.5quant","fitted.values.0.975quant","fitted.values.mode"
16,16,164,140,17,"otherili",0.853658536585366,0.774552014500001,0.0114151414932491,0.751601725078287,0.774756807918887,0.79634474400894,0.775167208330336
17,17,151,122,18,"otherili",0.80794701986755,0.7784315561867,0.0108912460176581,0.756545399627528,0.778622964466173,0.799235896669191,0.77900647565185
18,18,208,159,19,"otherili",0.764423076923077,0.779579599241383,0.0104816108113041,0.758531878547846,0.779758274710174,0.799617621028557,0.780116237791157
19,19,195,146,20,"otherili",0.748717948717949,0.778833719489833,0.0101913059505933,0.758384677275175,0.779001778787699,0.798333228603748,0.77933845784078
20,20,211,153,21,"otherili",0.725118483412322,0.776819279096686,0.0100029255844796,0.75676286013792,0.776978978409894,0.795973571895154,0.777298907162612
21,21,209,164,22,"otherili",0.784688995215311,0.773891582048818,0.00990075621098621,0.754053130379508,0.774044957961226,0.792863792215794,0.774352225682371
22,22,229,182,23,"otherili",0.794759825327511,0.769785677207946,0.00987899908995246,0.750003484430428,0.76993419977021,0.788729206979748,0.77023175921162
23,23,192,149,24,"otherili",0.776041666666667,0.764370108770489,0.00992865514219195,0.744501470085447,0.764514760073424,0.783422124672315,0.764804585973809
24,24,232,180,25,"otherili",0.775862068965517,0.757810800446687,0.0100250501816505,0.737763125639824,0.757951936142234,0.777061899983113,0.758234738074096
25,25,210,158,26,"otherili",0.752380952380952,0.750368369671394,0.010165866724101,0.730053267984759,0.750506467941458,0.769904252715327,0.750783191535187
26,26,210,142,27,"otherili",0.676190476190476,0.742563341829469,0.010340704486209,0.72191248393158,0.742698995450586,0.76244898880523,0.742970832695659
27,27,213,159,28,"otherili",0.746478873239437,0.735047353641193,0.0105522343118977,0.713985595609375,0.735181718450981,0.755351360395257,0.735450989987769
28,28,246,191,29,"otherili",0.776422764227642,0.727604081651187,0.0108357348442343,0.705985507670111,0.727738897784298,0.748462516840197,0.728009098989976
29,29,251,180,30,"otherili",0.717131474103586,0.720172400046893,0.0112188289985204,0.697795601768325,0.72030989600486,0.741774066991495,0.72058550580109
30,30,142,93,31,"otherili",0.654929577464789,0.71346229090539,0.0116661755244317,0.690195973141739,0.713604394144328,0.735927570453575,0.713889287040484
31,31,119,85,32,"otherili",0.714285714285714,0.70814918857634,0.012079946669901,0.684058453525704,0.708296154134207,0.731411509944738,0.708590842934418
32,32,133,93,33,"otherili",0.699248120300752,0.704362442053568,0.0124027326940765,0.679627998819426,0.704513412036662,0.728245916513793,0.704816169918245
33,33,138,101,34,"otherili",0.731884057971015,0.702326213915677,0.0126177752875602,0.677161682720773,0.702480298032405,0.726622213798303,0.702789328835756
34,34,145,85,35,"otherili",0.586206896551724,0.702134056168359,0.0127331445793306,0.67673610740946,0.702290764967603,0.726648629504174,0.702605075750925
35,35,129,89,36,"otherili",0.689922480620155,0.704245361528905,0.012755473492317,0.678795665696591,0.704404916818227,0.728795517255683,0.704724941842323
36,36,143,110,37,"otherili",0.769230769230769,0.707924149787043,0.0127138974083237,0.682547491228719,0.708086702792212,0.732384202668881,0.708412737664534
37,37,137,105,38,"otherili",0.766423357664234,0.712371179534221,0.0126478702695667,0.687114752784164,0.712536984715208,0.736692472750219,0.712869537473847
38,38,148,102,39,"otherili",0.689189189189189,0.717336021535037,0.0125760934642398,0.692209790162013,0.717505543689192,0.741505945741892,0.717845546734334
39,39,138,104,40,"otherili",0.753623188405797,0.723045235077337,0.0125040904826585,0.698047107945949,0.723219378475811,0.747060741220378,0.72356864720199
40,40,141,99,41,"otherili",0.702127659574468,0.729374674381484,0.012434630131644,0.704497150505547,0.729554338697155,0.753238151120558,0.729914665725282
41,41,131,94,42,"otherili",0.717557251908397,0.736524799759062,0.0123597642677527,0.711775700948893,0.73671097496165,0.760222794403092,0.7370843207549
42,42,146,103,43,"otherili",0.705479452054795,0.744406145527587,0.012273672927733,0.719805257383925,0.744599623204297,0.767914365180372,0.744987568148071
43,43,129,99,44,"otherili",0.767441860465116,0.752829349178197,0.0121767938321307,0.728396027345488,0.753030769722974,0.776124790311404,0.753434591493394
44,44,127,91,45,"otherili",0.716535433070866,0.761257361349019,0.0120697217283409,0.737011626846682,0.76146671281167,0.784320063179279,0.761886383456423
45,45,120,101,46,"otherili",0.841666666666667,0.769374315150653,0.0119504130112589,0.745341706540738,0.769591045452008,0.792181867988333,0.770025454618811
46,46,116,90,47,"otherili",0.775862068965517,0.77650406793393,0.011834211403074,0.752681507444038,0.776727106244144,0.799065637472975,0.777174110315163
47,47,120,92,48,"otherili",0.766666666666667,0.782548014199936,0.011723735942645,0.75892776444454,0.782776119243466,0.804878396661563,0.78323323458389
48,48,119,102,49,"otherili",0.857142857142857,0.787377293464819,0.0116297897167958,0.763930133390342,0.78760933464222,0.809512147303073,0.788074301764621
49,49,125,103,50,"otherili",0.824,0.79073380036415,0.0115700474506094,0.767395269844632,0.790968861323119,0.812742817664243,0.791439855801963
50,50,116,86,51,"otherili",0.741379310344828,0.792792333101247,0.0115456205196271,0.769495008196565,0.793029777397488,0.814746579705757,0.793505534198994
51,51,124,98,52,"otherili",0.790322580645161,0.793917766927777,0.0115441639014153,0.770618235792416,0.794157021795124,0.81586392633882,0.794636400841882
52,52,104,78,53,"otherili",0.75,0.794118280269796,0.0115692105025629,0.77076582196039,0.794358910715315,0.816109564437339,0.794841048388556
53,53,135,114,54,"otherili",0.844444444444444,0.793430069348233,0.0116171907388563,0.769981248421675,0.793671536454324,0.815512993094695,0.794155360642888
54,54,123,101,55,"otherili",0.821138211382114,0.791593764297023,0.0117050355889048,0.767971262255119,0.791835781435183,0.813847303014738,0.792320729357923
55,55,108,88,56,"otherili",0.814814814814815,0.788720708759376,0.0118184836308913,0.764876320927159,0.788962572486729,0.811197083538504,0.78944724312883
56,56,95,71,57,"otherili",0.747368421052632,0.785061928901702,0.0119307680297529,0.761001768391258,0.785302269090317,0.807762814127808,0.785783921100831
57,57,106,80,58,"otherili",0.754716981132076,0.78103895356158,0.0120125736106063,0.756827769876882,0.781275974549003,0.803909785647086,0.781751005084968
58,58,129,103,59,"otherili",0.798449612403101,0.776893789552127,0.0120575224483536,0.752608156250675,0.7771259370644,0.799866804228148,0.777591225906759
59,59,127,100,60,"otherili",0.78740157480315,0.772726718659894,0.0120732154433671,0.748426777742223,0.772952988514947,0.795747461665895,0.773406518397822
60,60,112,76,61,"otherili",0.678571428571429,0.76879437578883,0.0120530083669482,0.744552675694226,0.769013983346428,0.791794734265941,0.769454175142777
61,61,123,86,62,"otherili",0.699186991869919,0.76549911391716,0.011981254180236,0.741418629453804,0.765711358662117,0.788380060391429,0.766136798534664
62,62,121,94,63,"otherili",0.776859504132231,0.762682903887371,0.0118765810454692,0.738828798298916,0.762887553517413,0.78538057414556,0.763297770042083
63,63,144,111,64,"otherili",0.770833333333333,0.759729386150518,0.011784699506494,0.736075212388912,0.759926936667484,0.782267417076048,0.760322926671849
64,64,158,113,65,"otherili",0.715189873417722,0.756116406933578,0.0117698472425592,0.732505901623826,0.756308760028702,0.778640303419803,0.75669434610006
65,65,159,118,66,"otherili",0.742138364779874,0.751409122300444,0.0119045649436225,0.727539268573563,0.751599823279919,0.774201847078471,0.751982132054787
66,66,158,123,67,"otherili",0.778481012658228,0.744742193390084,0.0122789695789308,0.720129243243827,0.744936271618292,0.768259064980436,0.745325419906858
67,67,152,125,68,"otherili",0.822368421052632,0.735102690079473,0.0129862352398398,0.709077276373843,0.735306283608943,0.759978412219545,0.735714640058892
68,68,157,122,69,"otherili",0.777070063694268,0.72163834830549,0.0140977361375234,0.693391258944097,0.721857648009802,0.748647233540017,0.7222977341626
69,69,156,125,70,"otherili",0.801282051282051,0.704212528004017,0.0156227474464625,0.672921851156942,0.704451873124064,0.734152146856671,0.704932558376274
70,70,18,7,71,"otherili",0.388888888888889,0.683117614307905,0.017479874468306,0.648135629937931,0.683376224583113,0.716640412108869,0.683896152854506
71,71,22,7,72,"otherili",0.318181818181818,0.659854940553997,0.0194346311679629,0.621015540232262,0.660124184078616,0.697176198650902,0.660666148937092
72,72,26,17,73,"otherili",0.653846153846154,0.635755222349273,0.0213143914740148,0.593243320997608,0.636021880401306,0.676765091224696,0.636559266555466
73,73,28,14,74,"otherili",0.5,0.611796689725323,0.0230099738482522,0.566014350406595,0.612046309812942,0.656175038656767,0.612549942849612
74,74,24,10,75,"otherili",0.416666666666667,0.589135749433639,0.0244581587578888,0.540601371409695,0.589356446152752,0.636431434945606,0.589802218138821
75,75,26,11,76,"otherili",0.423076923076923,0.568718512736735,0.0256381179728177,0.517977914709927,0.568903051078808,0.618426527935652,0.569276178426764
76,76,22,9,77,"otherili",0.409090909090909,0.551177278769252,0.0265657064557012,0.49873042916409,0.551323595575774,0.602809121787121,0.551619733475684
77,77,15,7,78,"otherili",0.466666666666667,0.536830136877855,0.0272705277761718,0.48310656265961,0.536940528871606,0.589943041337884,0.537164173271163
78,78,24,8,79,"otherili",0.333333333333333,0.525707785955982,0.027788102605102,0.471058867764348,0.525787553689213,0.579920133489746,0.525949320223615
79,79,38,18,80,"otherili",0.473684210526316,0.517763679114307,0.0281634995320414,0.462446669770656,0.517820195499381,0.572776271416604,0.517934940135851
80,80,22,11,81,"otherili",0.5,0.512559851312032,0.028425363352167,0.456775848017158,0.51260050773917,0.568129574697313,0.512683158906222
81,81,16,9,82,"otherili",0.5625,0.509542692633963,0.0285463736291117,0.453549144044019,0.50957381618552,0.565376114036366,0.509637166331669
82,82,27,18,83,"otherili",0.666666666666667,0.508136515304611,0.0284875434792492,0.452271311320685,0.508162926273639,0.563868291533047,0.508216725948791
83,83,20,11,84,"otherili",0.55,0.507804513576218,0.0282217090044582,0.452463361594539,0.507829369598909,0.563020902249916,0.507880004227928
84,84,16,10,85,"otherili",0.625,0.508356272142785,0.0277186615596118,0.453996218462288,0.508381947886586,0.562586614894443,0.508434213644117
85,85,20,10,86,"otherili",0.5,0.509628573952914,0.0269865005631173,0.456693281625886,0.509656625694874,0.562420240263683,0.509713656707957
86,86,15,6,87,"otherili",0.4,0.511613205439422,0.0261164952521946,0.460368832063222,0.511644906787112,0.562692724179816,0.511709263750466
87,87,18,7,88,"otherili",0.388888888888889,0.514281375744285,0.0253276480907597,0.464565673793971,0.514318061396323,0.563803461555916,0.514392436734409
88,88,13,8,89,"otherili",0.615384615384615,0.517486797034862,0.0250428731653814,0.468307527599212,0.517530745068221,0.566431056061626,0.517619767116634
89,89,19,13,90,"otherili",0.684210526315789,0.520901342979936,0.0258867075453416,0.470037010248878,0.52095753138358,0.571461707785485,0.521071360952307
90,90,29,13,91,"otherili",0.448275862068966,0.524287490844112,0.0285294911947302,0.468190252708851,0.524366914392855,0.57995058875509,0.524528101095556
90,91,28,16,91,"otherili",0.571428571428571,0.524292873584202,0.0285295049007193,0.468195558373574,0.524372314915707,0.579955947699305,0.524533537640699
90,92,21,12,91,"otherili",0.571428571428571,0.524292368781889,0.0285298116566862,0.468194453804588,0.524371810167764,0.579956042553072,0.524533033066647
90,93,26,15,91,"otherili",0.576923076923077,0.524292947551111,0.0285295913399866,0.468195461324019,0.524372389609165,0.579956188616783,0.524533613833021
90,94,23,11,91,"otherili",0.478260869565217,0.524289240070452,0.0285297420821649,0.468191491291968,0.524368670775519,0.579952808189249,0.524529872034832
90,95,28,18,91,"otherili",0.642857142857143,0.524295928304511,0.0285294880330499,0.468198617917992,0.524375379590025,0.579958941116394,0.524536622511272
90,96,21,10,91,"otherili",0.476190476190476,0.524289314026912,0.0285298285227993,0.46819139422956,0.524368745458435,0.579953049099206,0.524529948161391
90,97,28,15,91,"otherili",0.535714285714286,0.524291346223366,0.028529513334022,0.468194028601747,0.524370782577859,0.579954450989057,0.524531995235255
90,98,23,11,91,"otherili",0.478260869565217,0.524289240070452,0.0285297420821649,0.468191491291968,0.524368670775519,0.579952808189249,0.524529872034832
90,99,21,9,91,"otherili",0.428571428571429,0.524287786648745,0.0285298369547173,0.468189864443599,0.524367213103082,0.579951552369417,0.52452840575697
