"ageBin","age","n","positive","ageRow","pathogen","fraction","fitted.values.mean","fitted.values.sd","fitted.values.0.025quant","fitted.values.0.5quant","fitted.values.0.975quant","fitted.values.mode"
28,28,246,12,29,"h3n2",0.0487804878048781,0.049026238563997,0.002921168669034,0.0435365432588812,0.0489438702755222,0.0549861640714579,0.0487794756985616
29,29,251,16,30,"h3n2",0.0637450199203187,0.0490874836994223,0.00293066879807072,0.0435803955212199,0.0490046888401127,0.0550672342610947,0.0488394431627601
30,30,142,7,31,"h3n2",0.0492957746478873,0.0491366927197541,0.00294105829885395,0.0436106771593946,0.0490533989954479,0.0551382147016297,0.048887158073875
31,31,119,3,32,"h3n2",0.0252100840336134,0.0491806492651802,0.00295218634935166,0.0436344095595031,0.0490968044110787,0.0552055372273849,0.0489294640309441
32,32,133,7,33,"h3n2",0.0526315789473684,0.0492252533129825,0.00296413065521767,0.0436573237624324,0.0491408107891223,0.0552752382088808,0.0489722781131387
33,33,138,6,34,"h3n2",0.0434782608695652,0.0492702937280162,0.00297667202143725,0.0436796045083063,0.0491852187140086,0.0553466438344622,0.049015424287152
34,34,145,10,35,"h3n2",0.0689655172413793,0.0493224400095874,0.00298996956082908,0.0437076012253001,0.0492367004750924,0.0554267278712024,0.0490655803595481
35,35,129,3,36,"h3n2",0.0232558139534884,0.0493800699296889,0.00300377894540196,0.0437401392684423,0.0492936447237773,0.0555133584756403,0.0491211567081343
36,36,143,5,37,"h3n2",0.034965034965035,0.0494530874161071,0.00301846769963611,0.0437864102489347,0.0493659525064273,0.0556171684630449,0.0491920485453373
37,37,137,4,38,"h3n2",0.0291970802919708,0.0495415423116473,0.00303397711072357,0.0438465687845671,0.0494536772396314,0.0557380825329649,0.0492783164475762
38,38,148,9,39,"h3n2",0.0608108108108108,0.0496505829031736,0.00305047706270233,0.0439254301713009,0.0495619671648593,0.0558815822992905,0.0493851085124192
39,39,138,3,40,"h3n2",0.0217391304347826,0.0497771720628175,0.00306776093426751,0.0440203436141658,0.0496877916508255,0.0560442072288442,0.0495094070685701
40,40,141,6,41,"h3n2",0.0425531914893617,0.0499300157929694,0.00308624256089773,0.0441392248987902,0.0498398493602547,0.0562354955037525,0.0496598961207684
41,41,131,4,42,"h3n2",0.0305343511450382,0.050106398507956,0.00310574771138841,0.0442796847057069,0.0500154300142374,0.0564523749860496,0.0498338759708339
42,42,146,4,43,"h3n2",0.0273972602739726,0.0503093967999226,0.00312638401860978,0.0444445888188836,0.05021761011829,0.0566981336165671,0.0500344229195659
43,43,129,9,44,"h3n2",0.0697674418604651,0.0505417568208408,0.00314835855444537,0.044636296205467,0.0504491293163356,0.0569759418649468,0.0502642636404759
44,44,127,6,45,"h3n2",0.047244094488189,0.0507981126086138,0.00317129351040065,0.0448501465510307,0.0507046337884773,0.0572796588385268,0.0505180685264077
45,45,120,7,46,"h3n2",0.0583333333333333,0.0510835160611772,0.00319551378558607,0.0450905807174183,0.0509891664426261,0.0576149987845528,0.0508008625515545
46,46,116,3,47,"h3n2",0.0258620689655172,0.051395240253827,0.00322087508135075,0.0453551445877858,0.051300003854958,0.057978941976727,0.0511099292665416
47,47,120,13,48,"h3n2",0.108333333333333,0.0517406244606754,0.00324785895178243,0.0456502730562947,0.0516444715365602,0.0583798106187438,0.0514525666882934
48,48,119,2,49,"h3n2",0.0168067226890756,0.0521077160168852,0.00327585605122989,0.0459651711395511,0.0520106296513849,0.0588044210682977,0.0518168606483394
49,49,125,5,50,"h3n2",0.04,0.0525105368839981,0.00330579939255315,0.0463121105344318,0.0524124728155696,0.0592687016101732,0.0522167510959126
50,50,116,9,51,"h3n2",0.0775862068965517,0.0529458505175403,0.00333767150649207,0.0466879036786624,0.0528467594090648,0.0597693955928664,0.0526489863405719
51,51,124,3,52,"h3n2",0.0241935483870968,0.0534096171840708,0.0033713726402765,0.0470887118103402,0.053309447852205,0.0603022727692326,0.0531095210814065
52,52,104,6,53,"h3n2",0.0576923076923077,0.0539109141962798,0.00340771706328406,0.0475221026286037,0.0538095854260604,0.0608780913535163,0.0536073426897594
53,53,135,5,54,"h3n2",0.037037037037037,0.054443936459949,0.00344651788088359,0.0479826381559332,0.0543413668256896,0.0614906802420102,0.0541366454125775
54,54,123,8,55,"h3n2",0.0650406504065041,0.055014073933733,0.00348852938218571,0.048474327347884,0.0549101481920869,0.0621470032001295,0.0547027178870441
55,55,108,4,56,"h3n2",0.037037037037037,0.0556164374330317,0.0035337587554821,0.0489922960859873,0.0555110302970314,0.062842213131263,0.0553006408844645
56,56,95,7,57,"h3n2",0.0736842105263158,0.0562565088598229,0.00358292200164442,0.0495407136913327,0.0561494635302729,0.0635832841770351,0.0559358018226394
57,57,106,5,58,"h3n2",0.0471698113207547,0.0569290976676683,0.00363613893941538,0.0501142059942757,0.0568202396671217,0.0643653100645825,0.056602957219152
58,58,129,6,59,"h3n2",0.0465116279069767,0.0576377860567358,0.00369418217967472,0.0507149539410063,0.057526901709725,0.0651934976657818,0.0573055718173348
59,59,127,8,60,"h3n2",0.062992125984252,0.0583826881746451,0.0037577286778824,0.0513418633276285,0.0582695227828964,0.066069403232896,0.0580436368200332
60,60,112,9,61,"h3n2",0.0803571428571429,0.0591623853732603,0.00382734151705409,0.0519925220633589,0.0590466461236445,0.066992818705361,0.0588156193301774
61,61,123,9,62,"h3n2",0.0731707317073171,0.0599757159253741,0.00390359920152505,0.0526647489701109,0.0598570704522108,0.0679638271338529,0.059620239081652
62,62,121,9,63,"h3n2",0.0743801652892562,0.0608245046444918,0.0039874385487456,0.0533586955983727,0.0607025642333478,0.0689862476647643,0.0604591593143394
63,63,144,6,64,"h3n2",0.0416666666666667,0.0617076284828568,0.00407953573851318,0.0540720543648802,0.0615819558153994,0.0700604186500438,0.0613311069114078
64,64,158,18,65,"h3n2",0.113924050632911,0.0626350680025842,0.00418140600640242,0.0548120619959693,0.0625051475605114,0.0711995101472032,0.0622458274899676
65,65,159,10,66,"h3n2",0.0628930817610063,0.0635931267153902,0.00429304855075768,0.055565139097818,0.0634584033992203,0.0723899337596228,0.0631895063920836
66,66,158,4,67,"h3n2",0.0253164556962025,0.0645941849403826,0.00441602045170286,0.0563408502492008,0.0644540220853519,0.0736473503397065,0.0641742797039134
67,67,152,4,68,"h3n2",0.0263157894736842,0.0656438123476794,0.00455144939990148,0.0571427678161639,0.0654974999299689,0.0749797447328467,0.0652054975011561
68,68,157,10,69,"h3n2",0.0636942675159236,0.0667434302840801,0.00470011570287645,0.0579709720985042,0.066590193606286,0.0763902475909591,0.0662843875073743
69,69,156,4,70,"h3n2",0.0256410256410256,0.0678852919359464,0.00486220873673556,0.0588175003735012,0.0677243033169017,0.0778716294582836,0.0674030444457551
70,70,18,2,71,"h3n2",0.111111111111111,0.0690802195700774,0.0050393387070466,0.0596903218251006,0.0689105471809795,0.0794381588743185,0.0685719785964132
71,71,22,2,72,"h3n2",0.0909090909090909,0.0703157581997515,0.0052305645654632,0.0605788246068747,0.0701364717150918,0.0810755285068025,0.069778739316782
72,72,26,1,73,"h3n2",0.0384615384615385,0.0715920674558067,0.00543688863540911,0.0614814950058742,0.0714021369028056,0.0827861385680855,0.0710231878055042
73,73,28,3,74,"h3n2",0.107142857142857,0.0729082486337718,0.00565912745529806,0.0623961154793575,0.0727065479609339,0.0845709559757212,0.0723041373276312
74,74,24,2,75,"h3n2",0.0833333333333333,0.0742581601904787,0.00589791977681869,0.0633156039337642,0.0740434573054236,0.0864253830808471,0.073615128565938
75,75,26,5,76,"h3n2",0.192307692307692,0.0756414781521425,0.00615446012882131,0.0642376967678289,0.0754124039943504,0.0883518150169723,0.0749554267806967
76,76,22,6,77,"h3n2",0.272727272727273,0.0770522339984887,0.00642979608828447,0.0651548277947197,0.0768072644275807,0.0903467633275352,0.0763185983362221
77,77,15,3,78,"h3n2",0.2,0.0784867404928535,0.00672527655753674,0.0660612059717007,0.0782241676223766,0.0924096900970055,0.0777004046281741
78,78,24,4,79,"h3n2",0.166666666666667,0.0799473752532315,0.00704285498150968,0.066956039085363,0.0796652669772854,0.0945474186441376,0.0791025499378889
79,79,38,7,80,"h3n2",0.184210526315789,0.0814333473310119,0.00738455630139276,0.0678353324335556,0.0811295115688588,0.0967638409107548,0.0805234621992794
80,80,22,1,81,"h3n2",0.0454545454545455,0.082940925405988,0.00775243062736657,0.0686922118344801,0.0826128731807344,0.0990600574053183,0.0819585173387514
81,81,16,2,82,"h3n2",0.125,0.0844793094426976,0.00814942603514787,0.069531109982578,0.0841242090718089,0.101451984816561,0.0834158832879603
82,82,27,0,83,"h3n2",0,0.0860448407628652,0.00857766480677087,0.0703452644343567,0.085659504050918,0.103941095501286,0.0848908261984663
83,83,20,0,84,"h3n2",0,0.0876445361439905,0.00904054884178792,0.0711363602044138,0.0872253235565432,0.106542304505748,0.086389193888869
84,84,16,0,85,"h3n2",0,0.0892779954415502,0.00954064412158341,0.0719003038554633,0.0888208181983981,0.109261458395058,0.0879091150251792
85,85,20,2,86,"h3n2",0.1,0.0909471167485793,0.0100808578445267,0.0726348081796897,0.0904473783373408,0.112107525670665,0.0894509347666698
86,86,15,1,87,"h3n2",0.0666666666666667,0.0926502611745061,0.0106639316240489,0.0733345219508716,0.0921028092043625,0.115085737331592,0.0910113383067224
87,87,18,2,88,"h3n2",0.111111111111111,0.0943899496160949,0.0112928215024811,0.0739979645391507,0.0937890337180824,0.118206010905432,0.0925910380077942
88,88,13,2,89,"h3n2",0.153846153846154,0.0961656176075713,0.0119703838107818,0.0746209468890071,0.0955048308290672,0.121475132623138,0.0941874775887102
89,89,19,0,90,"h3n2",0,0.0979759486000917,0.0126990878213831,0.0751993428889709,0.0972482118243828,0.124898407058756,0.0957972912429472
90,90,29,5,91,"h3n2",0.172413793103448,0.0998278751133944,0.0134822376327065,0.0757358718223574,0.0990253612882326,0.128491218426715,0.0974251199620672
90,91,28,5,91,"h3n2",0.178571428571429,0.0998279305567601,0.0134822516778546,0.075735903141302,0.0990254155713843,0.128491304594389,0.0974251719206844
90,92,21,0,91,"h3n2",0,0.0998255636377031,0.013482020516975,0.075733971943019,0.0990230546976433,0.128488467662204,0.0974228235363498
90,93,26,5,91,"h3n2",0.192307692307692,0.0998280414437416,0.0134822797680919,0.0757359657795326,0.099025524137946,0.128491476929846,0.0974252758500381
90,94,23,3,91,"h3n2",0.130434782608696,0.099827105759075,0.0134821901126418,0.0757351995586737,0.0990245906393177,0.128490359384666,0.0974243468804101
90,95,28,2,91,"h3n2",0.0714285714285714,0.0998262775457202,0.0134820539933754,0.0757346128824643,0.0990237710602817,0.128489240537072,0.0974235446581047
90,96,21,2,91,"h3n2",0.0952380952380952,0.099826665639636,0.0134821523072605,0.0757348321092711,0.0990241510328252,0.128489843696586,0.0974239083716278
90,97,28,2,91,"h3n2",0.0714285714285714,0.0998262775457202,0.0134820539933754,0.0757346128824643,0.0990237710602817,0.128489240537072,0.0974235446581047
90,98,23,1,91,"h3n2",0.0434782608695652,0.0998260037540529,0.013482058322437,0.0757343393892893,0.0990234943010056,0.128488983347473,0.0974232620371197
90,99,21,2,91,"h3n2",0.0952380952380952,0.099826665639636,0.0134821523072605,0.0757348321092711,0.0990241510328252,0.128489843696586,0.0974239083716278
