encountered_week,residence_cra_name,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2019-W07,Ballard,all,0.0795507339472375,0.0171871498531526,0.0511358261726429,0.0777566397817693,0.118257550440644,0.0777462972584331
2019-W08,Ballard,all,0.0831534235176154,0.017934604478128,0.0534886036860537,0.0812843115616795,0.123525720609188,0.0812771878121552
2019-W09,Ballard,all,0.0810287203719076,0.0174613656089805,0.0521357387625714,0.0792103841895646,0.120318269059858,0.0792084146225933
2019-W10,Ballard,all,0.0773136876479658,0.0166508541651673,0.0497520895445362,0.0755807190312665,0.114762276588843,0.075584150343329
2019-W11,Ballard,all,0.0789441533388711,0.0169821111922891,0.0508222098595675,0.077178638647347,0.117119211379217,0.0771869374999524
2019-W12,Ballard,all,0.0897746596288951,0.0192788435989529,0.0578351183266754,0.0877735741704708,0.133094167237174,0.0877864988490563
2019-W13,Ballard,all,0.106763720663737,0.0229160324640945,0.0687933452777769,0.104386187241583,0.158248570507761,0.104403040205609
2019-W14,Ballard,all,0.126984748638281,0.0273332324145774,0.0817217263031992,0.124141462727927,0.188419369839974,0.124159255560466
2019-W15,Ballard,all,0.112376822194988,0.024408350452514,0.07202745404974,0.109816312390972,0.167301519457376,0.109829614341918
2019-W16,Ballard,all,0.0925242418972434,0.020417627901891,0.0588752302533036,0.0903505052304418,0.138562736395303,0.0903583569114748
2019-W17,Ballard,all,0.0760012252484778,0.0171610614942445,0.0478459106939479,0.0741348172529957,0.114810631394125,0.0741381846788236
2019-W18,Ballard,all,0.0634213845310456,0.0147732424754658,0.0393344059717538,0.0617677587536394,0.0969653990120346,0.0617672515605368
2019-W19,Ballard,all,0.050938627915064,0.0123606158759503,0.0309556944126276,0.049502071286011,0.0791556480510732,0.0494981426374095
2019-W20,Ballard,all,0.0379337665120521,0.00969103323114714,0.0224412908487704,0.0367533470854619,0.0602104420393532,0.0367468545940603
2019-W21,Ballard,all,0.0269478663062322,0.00732459627171634,0.0154049812010513,0.0260043972331486,0.0439303343388388,0.0259963224614417
2019-W22,Ballard,all,0.0174374687313485,0.00509313337182791,0.00955216121516213,0.0167381097415402,0.0293665247585557,0.0167305963095792
2019-W23,Ballard,all,0.0116743911534824,0.00369222523681042,0.00607793196311313,0.0111309695078161,0.0204229197616923,0.0111240066536267
2019-W24,Ballard,all,0.00824189927950384,0.00283766499130104,0.0040453129805757,0.00779294119798707,0.0150513190161039,0.00778642234627653
2019-W25,Ballard,all,0.00589347023103757,0.00221791064605606,0.00270422808198212,0.00551580606358627,0.0112870622283754,0.00551012100134964
2019-W26,Ballard,all,0.00453795898937456,0.00186975604237628,0.00193214825048439,0.00419576554033557,0.00914741558277844,0.00419053743136623
2019-W27,Ballard,all,0.0038224505928154,0.00172478808777357,0.00149980137127985,0.00348417491192285,0.00813305713134667,0.00347893716534589
2019-W28,Ballard,all,0.00339854731685797,0.00168130931963522,0.00121869440607577,0.00304616651415993,0.0076573223116243,0.00304077480987451
2019-W29,Ballard,all,0.00304920928741029,0.0016583817524893,0.000988607233637575,0.00267866657728153,0.00730463948205338,0.00267328094190822
2019-W30,Ballard,all,0.00257201735958677,0.00154400759587523,0.000743953100343736,0.00220518509684996,0.00658199664211782,0.00220033106691788
2019-W31,Ballard,all,0.00189238554661675,0.00126086981955469,0.000480225579091285,0.00157483665091519,0.00520173830841795,0.00157118343461196
2019-W32,Ballard,all,0.0011876116597764,0.000888143108072996,0.000257459713356658,0.00095107464408067,0.00353752345121507,0.0009489081254789
2019-W33,Ballard,all,0.000689396134404325,0.000590897489417238,0.000121993936331333,0.000523433624991102,0.00225757564863719,0.000522452016715763
2019-W34,Ballard,all,0.000393847654074972,0.000398700884396542,5.31162969513094e-05,0.000276781788854151,0.00144352405478403,0.000276574576480671
2019-W35,Ballard,all,0.000229977266266343,0.000285520770362466,2.15313870029666e-05,0.000144261802052992,0.000959429947135736,0.000144470128603319
2019-W36,Ballard,all,0.000140853870649538,0.000224125123325745,8.15687306073946e-06,7.49489710927392e-05,0.000675023740210804,7.53079273351243e-05
2018-W45,Beacon Hill,all,0.00328905416861148,0.00187332681988941,0.00100403073060611,0.0028579914498337,0.00807234724428916,0.00286301964041595
2018-W46,Beacon Hill,all,0.00475535004968838,0.00234862850984879,0.001697016405189,0.0042636806828989,0.0106512690500249,0.0042690468448251
2018-W47,Beacon Hill,all,0.00692378949284422,0.00305487086493422,0.0027607198087967,0.00633461113674964,0.0144818114548682,0.00633940883005667
2018-W48,Beacon Hill,all,0.00951878636767224,0.00378266051406833,0.00416534004784176,0.00884591336522129,0.0187459819337478,0.00884931761499269
2018-W49,Beacon Hill,all,0.0131120351727115,0.00471240196745619,0.00622073743188347,0.0123393256082832,0.0244485221288136,0.012341117490871
2018-W50,Beacon Hill,all,0.0199399001175496,0.006517001031378,0.0101385790664609,0.0189532906181162,0.0354126647597672,0.018953485433467
2018-W51,Beacon Hill,all,0.0359325636341397,0.0107531472403014,0.0193721773733687,0.0344241655232347,0.0611574887330904,0.0344221869641296
2018-W52,Beacon Hill,all,0.0667118261101256,0.0185028067459356,0.0376738273121623,0.0642850558682456,0.109673668424068,0.0642811966568572
2019-W01,Beacon Hill,all,0.114884816350828,0.0299796935995303,0.0671654362072117,0.111162230042371,0.183937018732045,0.111157778529431
2019-W02,Beacon Hill,all,0.165706872374258,0.0413879710075728,0.0991935574826445,0.160768120801165,0.260503969703375,0.160762622992432
2019-W03,Beacon Hill,all,0.119179207687553,0.0289572469415149,0.0723738433011345,0.115809777218373,0.185281307499061,0.115804356487056
2019-W04,Beacon Hill,all,0.071885853182768,0.017278324457081,0.043895643476149,0.0698952119098237,0.111276431649727,0.0698917035060928
2019-W05,Beacon Hill,all,0.0689219697787281,0.0163703377443235,0.0423420199948501,0.0670564038856874,0.106198041125134,0.0670499136515611
2019-W06,Beacon Hill,all,0.0752709771872636,0.0177698907462496,0.0463821395158981,0.0732572232883646,0.115703517487152,0.0732506610202496
2019-W07,Beacon Hill,all,0.0810896402930255,0.0190848730497895,0.0500371893861478,0.0789329719796695,0.124484803138992,0.0789309400887513
2019-W08,Beacon Hill,all,0.0834495127962527,0.0196251004824032,0.0515031244434191,0.0812333753581104,0.128047521888669,0.0812390678158665
2019-W09,Beacon Hill,all,0.0802418130353875,0.0188874521965085,0.0494919200524099,0.0781072334629409,0.123146400255418,0.0781204654967565
2019-W10,Beacon Hill,all,0.075803885059375,0.0178736544537178,0.0467080155233879,0.0737806692265823,0.116398548884951,0.0737985814755458
2019-W11,Beacon Hill,all,0.0768748341026872,0.0181577566185259,0.047324211604358,0.0748161626071454,0.118116297742643,0.0748366861472681
2019-W12,Beacon Hill,all,0.0869626812739087,0.0205813796740155,0.053482430103004,0.0846249530498636,0.133721293748734,0.0846475083472106
2019-W13,Beacon Hill,all,0.102813094721846,0.024435695531209,0.0631011789650973,0.100026770022257,0.158364575668605,0.100050434735284
2019-W14,Beacon Hill,all,0.121315846924585,0.0290872388430053,0.0741363214383416,0.117972289595319,0.187528240987555,0.117994698207914
2019-W15,Beacon Hill,all,0.106399502511942,0.025923541341009,0.0644967394444096,0.103375441132406,0.165540167953376,0.103390565623337
2019-W16,Beacon Hill,all,0.0868157164728491,0.02166696946208,0.0519756850223666,0.0842320470503599,0.136405833221376,0.0842404676708693
2019-W17,Beacon Hill,all,0.0707212860481507,0.0182310079842508,0.0416156557701927,0.0684824182665613,0.112627901288005,0.0684862868236112
2019-W18,Beacon Hill,all,0.058602741807831,0.0157462415939258,0.0337019279439693,0.0565953411492848,0.095000442211254,0.0565957291139964
2019-W19,Beacon Hill,all,0.046827030124147,0.0132459257750785,0.0261382639993073,0.0450590178555952,0.0776637457938609,0.0450559716486095
2019-W20,Beacon Hill,all,0.0347831731076331,0.0104627586018816,0.0186973330983389,0.0333088996963927,0.059356912567676,0.0333023392880954
2019-W21,Beacon Hill,all,0.0247443457428465,0.00798937048327996,0.0126993961839748,0.0235473699952486,0.0437103291679067,0.023537396998505
2019-W22,Beacon Hill,all,0.0161010533089837,0.00562676852676483,0.00781652108634191,0.0151996434207074,0.0296248526808706,0.0151881172964896
2019-W23,Beacon Hill,all,0.0108704145225566,0.00413628351125669,0.00494697378868949,0.0101597690485128,0.0209501056528715,0.0101471337870254
2019-W24,Beacon Hill,all,0.00775178819275773,0.00322405315939475,0.00327841176843433,0.00715741579782241,0.0157251934722416,0.00714395985637074
2019-W25,Beacon Hill,all,0.00560795219699078,0.00255631150408896,0.00218473372719578,0.00510280624727592,0.0120266296731255,0.00508933266548484
2019-W26,Beacon Hill,all,0.00437451488024661,0.00218738549378683,0.00155749476989594,0.00391263924191848,0.0099506777572016,0.00389872847175409
2019-W27,Beacon Hill,all,0.00373708805599342,0.00204954131578587,0.00120713083453598,0.00327666217108371,0.00903917585682465,0.00326145735047207
2019-W28,Beacon Hill,all,0.0033730299559838,0.00203006817575211,0.000980150152722961,0.00288998409164391,0.0086978690123547,0.00287303293284126
2019-W29,Beacon Hill,all,0.00307474437208895,0.00203458675450899,0.000795300320999483,0.00256419381194936,0.00847963811345475,0.0025457661044899
2019-W30,Beacon Hill,all,0.00263702399160865,0.00192434723568433,0.000599331413561161,0.0021301516353244,0.00780545263374648,0.00211193076462057
2019-W31,Beacon Hill,all,0.00197411542149877,0.00159598255398267,0.000387937406241944,0.00153517354102191,0.00629510259244805,0.00151997895070433
2019-W32,Beacon Hill,all,0.00126142874099896,0.00114059141117323,0.000208978906395946,0.000935653279730882,0.0043597990326324,0.000925310751463959
2019-W33,Beacon Hill,all,0.000746107780252263,0.000768476546779368,9.98095574736726e-05,0.000519729439590878,0.00282308585106309,0.000513640583776105
2019-W34,Beacon Hill,all,0.000434653976480163,0.00052428342003941,4.39704220170622e-05,0.000277410733532508,0.00182269280629108,0.000274242491816589
2019-W35,Beacon Hill,all,0.000259022061046271,0.000379679497931677,1.8100854262264e-05,0.000145974242669556,0.00121757683654873,0.000144550253039739
2019-W36,Beacon Hill,all,0.000162037764971084,0.000302164474090038,6.98231427593204e-06,7.6577895371607e-05,0.000858383373267601,7.60719819374454e-05
2018-W45,Belltown,all,0.00586434634909932,0.00243271621921971,0.00249830533024102,0.00541676518322253,0.0119370092635092,0.0053918935857727
2018-W46,Belltown,all,0.00798860777979608,0.00280264063780443,0.00388768799812407,0.00753816206762401,0.0148052611741302,0.00751070411868287
2018-W47,Belltown,all,0.0109484366885168,0.00342332622836342,0.0057633014314082,0.010449536392939,0.0191090195220168,0.0104238963434204
2018-W48,Belltown,all,0.0141569313721273,0.00401251873030743,0.00791334220185284,0.0136204116898088,0.0235592681199962,0.0136006770187211
2018-W49,Belltown,all,0.0183280255128841,0.00475206118806987,0.0107669966315648,0.0177413893343185,0.0293005325187918,0.0177286053437471
2018-W50,Belltown,all,0.0261913452967215,0.00627680346434469,0.0160239962400595,0.0254701426804444,0.0405124902669637,0.0254630581245832
2018-W51,Belltown,all,0.0444292979683078,0.00994686927776686,0.0280908184219919,0.0433560232547561,0.0669172271896636,0.0433521350716223
2018-W52,Belltown,all,0.0779143628327832,0.0165684387180808,0.0504324829176646,0.0762103086418797,0.115132354190222,0.0762095910280995
2019-W01,Belltown,all,0.127439081501155,0.0261909093195707,0.0837292123810169,0.124830103917292,0.18603368737486,0.124833126556394
2019-W02,Belltown,all,0.175854926997228,0.0355161047376688,0.1163996346797,0.172374580756042,0.255147234985604,0.172382573710607
2019-W03,Belltown,all,0.121904327597787,0.024510631164003,0.0808357449228862,0.119512500032293,0.176587977085803,0.11952232882221
2019-W04,Belltown,all,0.0713808633561602,0.0144802045690407,0.0471495239890776,0.0699559774831141,0.103707112954898,0.0699660828397263
2019-W05,Belltown,all,0.066921450364232,0.0135626807229003,0.0442239892271808,0.0655880433288363,0.0972012172773246,0.0655957208364568
2019-W06,Belltown,all,0.071928548933693,0.0145921810617952,0.0475145210271509,0.070492563430381,0.104515117130233,0.0704991515459772
2019-W07,Belltown,all,0.0765597659757815,0.0155461790056143,0.0505554695872375,0.0750285600553382,0.111284091804029,0.0750342340933466
2019-W08,Belltown,all,0.0780290805578708,0.015862267349755,0.0515032762254849,0.0764650979098345,0.113468251704175,0.0764692489347071
2019-W09,Belltown,all,0.0742728991869421,0.0151196021143023,0.0489962873751442,0.0727802000565664,0.108060522439758,0.0727832025978706
2019-W10,Belltown,all,0.0692650584718525,0.0141166190850997,0.0456698994459867,0.0678698511377016,0.100815165901262,0.0678727072423153
2019-W11,Belltown,all,0.0692118388830598,0.0141063398715523,0.0456340746199315,0.0678175947884023,0.100738932488808,0.0678204558532154
2019-W12,Belltown,all,0.0770066970632962,0.0156792984520804,0.0507957488995058,0.0754584459209095,0.112045845198307,0.0754613711328933
2019-W13,Belltown,all,0.0894699206590547,0.0182173960703196,0.0590167241908757,0.0876710019672455,0.130181854071887,0.0876740633429738
2019-W14,Belltown,all,0.103790520869658,0.0212064383512776,0.0683640909220249,0.10168962976328,0.151205110237628,0.101691431175614
2019-W15,Belltown,all,0.0895564808917091,0.0184829794207296,0.0587351510443207,0.0877080344565148,0.130931990359237,0.0877082330108293
2019-W16,Belltown,all,0.0717963962014677,0.0150763159525689,0.0467344233554424,0.0702639766978961,0.105616862108216,0.0702623348203492
2019-W17,Belltown,all,0.057220267709933,0.0123154710370177,0.0368400839444861,0.0559392803930489,0.0849298391942807,0.0559364040275958
2019-W18,Belltown,all,0.0461691351295663,0.0102700227836484,0.0292791692338384,0.0450675997305526,0.0693700181919665,0.0450636453080814
