encountered_week,residence_neighborhood_district_name,site_type,sex,flu_shot,pathogen,n,positive,time_row,catchment,modeled_count_mean,modeled_count_sd,modeled_count_lower_95_CI,modeled_count_median,modeled_count_upper_95_CI,modeled_count_mode
2019-W10,Ballard,at_home,female,FALSE,all,0,0,18,-2.40297508893944,0.0267198538640163,0.00494539796502717,0.0183414174733768,0.026270944294297,0.0376616426896373,0.0253965744268499
2019-W11,Ballard,at_home,female,FALSE,all,0,0,19,-2.40297508893944,0.026979408433009,0.00498060420455552,0.0185361807677099,0.0265291125050887,0.03799416197586,0.0256517759927755
2019-W12,Ballard,at_home,female,FALSE,all,0,0,20,-2.40297508893944,0.0301298127104547,0.00553786525077422,0.020733282431773,0.0296321563687698,0.0423686230744612,0.0286620533402756
2019-W13,Ballard,at_home,female,FALSE,all,0,0,21,-2.40297508893944,0.0349749617325214,0.00640805165837572,0.0240941500688371,0.0344019160018474,0.0491289569701008,0.0332842806995894
2019-W14,Ballard,at_home,female,FALSE,all,0,0,22,-2.40297508893944,0.0404383284716899,0.007411563484193,0.027852373363249,0.0397761597441891,0.0568068310245135,0.0384844337206348
2019-W15,Ballard,at_home,female,FALSE,all,0,0,23,-2.40297508893944,0.0346945233978292,0.006396397207762,0.0238404777891034,0.0341205903036792,0.0488272823016702,0.0330012547060536
2019-W16,Ballard,at_home,female,FALSE,all,0,0,24,-2.40297508893944,0.0276238095205447,0.00514665281561982,0.0189030847724377,0.0271577668136428,0.039006502267268,0.0262492516692452
2019-W17,Ballard,at_home,female,FALSE,all,0,0,25,-2.40297508893944,0.0219019442981287,0.00413836961920224,0.0149042357457955,0.02152238231993,0.0310675216369236,0.0207829146659434
2019-W18,Ballard,at_home,female,FALSE,all,0,0,26,-2.40297508893944,0.017622085815115,0.00339073395330516,0.0119046143887616,0.0173058089088805,0.025146004681974,0.0166902145499858
2019-W19,Ballard,at_home,female,FALSE,all,0,0,27,-2.40297508893944,0.0136392599470644,0.00268920114669171,0.00912215613600892,0.0133826817528656,0.0196219242841023,0.0128840341491728
2019-W20,Ballard,at_home,female,FALSE,all,0,0,28,-2.40297508893944,0.00978806020339131,0.00199376124152623,0.00645673490950393,0.00959204307176013,0.0142391583827797,0.0092119107451222
2019-W21,Ballard,at_home,female,FALSE,all,0,0,29,-2.40297508893944,0.00670441358069252,0.001424495842634,0.00434116794142831,0.00655883499006312,0.00989952889987581,0.00627738225626159
2019-W22,Ballard,at_home,female,FALSE,all,0,0,30,-2.40297508893944,0.00418578851355377,0.000937534441464618,0.00264464551214173,0.0040853448113254,0.00630109731786564,0.0038919538767648
2019-W23,Ballard,at_home,female,FALSE,all,0,0,31,-2.40297508893944,0.00270335176438119,0.000643777869775732,0.00165712285779789,0.00263050716583424,0.00416629694362391,0.00249102421004677
2019-W24,Ballard,at_home,female,FALSE,all,0,0,32,-2.40297508893944,0.00183985541199208,0.000468777115126691,0.00108827999575906,0.00178355449114402,0.00291388941084392,0.00167657329479125
2019-W25,Ballard,at_home,female,FALSE,all,0,0,33,-2.40297508893944,0.00126697115014965,0.000347163861917337,0.000718964106574727,0.00122259768460346,0.00206954684412283,0.00113905460950421
2019-W26,Ballard,at_home,female,FALSE,all,0,0,34,-2.40297508893944,0.000938219395302735,0.000276979554094821,0.000508511013776802,0.000900526243891227,0.001584626495543,0.000830335781308395
2019-W27,Ballard,at_home,female,FALSE,all,0,0,35,-2.40297508893944,0.000758948378372769,0.000241372670181972,0.000391310646949154,0.000724013692176227,0.00132770179656594,0.000659806255647889
2019-W28,Ballard,at_home,female,FALSE,all,0,0,36,-2.40297508893944,0.000647118648983993,0.000222090588932213,0.000315775993630306,0.000612930934223043,0.00117563024602292,0.000551077505825803
2019-W29,Ballard,at_home,female,FALSE,all,0,0,37,-2.40297508893944,0.0005560091556552,0.000206914680633013,0.000254716600051697,0.000522048324946065,0.00105362230784777,0.000461714276328686
2019-W30,Ballard,at_home,female,FALSE,all,0,0,38,-2.40297508893944,0.000448485018786089,0.000182298844196865,0.000190626646272728,0.000416440428624231,0.000892176832182683,0.000360691504395515
2019-W31,Ballard,at_home,female,FALSE,all,0,0,39,-2.40297508893944,0.000315083991784867,0.00014128974645561,0.000122393220212735,0.000288322928063905,0.000663518242661965,0.00024289484070924
2019-W32,Ballard,at_home,female,FALSE,all,0,0,40,-2.40297508893944,0.000188508711240884,9.50465038201004e-05,6.51233522735458e-05,0.000168892967312152,0.000426433354008524,0.000136570645410302
2019-W33,Ballard,at_home,female,FALSE,all,0,0,41,-2.40297508893944,0.000104090466434673,6.09391223439149e-05,3.04210059601096e-05,9.01784883827942e-05,0.000259259133892781,6.82032211252837e-05
2019-W34,Ballard,at_home,female,FALSE,all,0,0,42,-2.40297508893944,5.64015505367386e-05,3.98509605508031e-05,1.29352754772055e-05,4.62647398907729e-05,0.000159592073784799,3.13051760395472e-05
2019-W35,Ballard,at_home,female,FALSE,all,0,0,43,-2.40297508893944,3.1120789297102e-05,2.75831703270561e-05,5.07460046851276e-06,2.33958836339535e-05,0.000103133931646918,1.32184931372264e-05
2019-W36,Ballard,at_home,female,FALSE,all,0,0,44,-2.40297508893944,1.79287906688479e-05,2.0674585840014e-05,1.84927030568725e-06,1.17927719755049e-05,7.09921310363723e-05,5.03540483143578e-06
2018-W45,Central,at_home,female,FALSE,all,0,0,1,-2.7802834898909,0.000879886976070623,0.00027877882793344,0.000453185626104626,0.00084008766019487,0.00153517711174237,0.000766272550525758
2018-W46,Central,at_home,female,FALSE,all,0,0,2,-2.7802834898909,0.00126902665626378,0.000334582130121818,0.000733651239675143,0.00122850084294974,0.00203678708990938,0.00115185282989007
2018-W47,Central,at_home,female,FALSE,all,0,0,3,-2.7802834898909,0.0018383519121352,0.000440383036441714,0.00112160376873039,0.00178883139378248,0.00283832781353539,0.00169422024584374
2018-W48,Central,at_home,female,FALSE,all,0,0,4,-2.7802834898909,0.00250804706408556,0.000560648571429657,0.00158558310979713,0.00244820919056519,0.00377238425332027,0.00233309100020129
2018-W49,Central,at_home,female,FALSE,all,0,0,5,-2.7802834898909,0.00341740337353404,0.000720548545020548,0.00222093059075644,0.0033441037019188,0.00503280716997168,0.00320240294778967
2018-W50,Central,at_home,female,FALSE,all,0,0,6,-2.7802834898909,0.00512365512124248,0.00102852916980554,0.00340242956130071,0.00502346655690147,0.00741758924453864,0.00482910341853154
2018-W51,Central,at_home,female,FALSE,all,0,0,7,-2.7802834898909,0.00907477500593709,0.00174567041433263,0.00613337760001063,0.00891118869548752,0.0129507824733496,0.00859302842417925
2018-W52,Central,at_home,female,FALSE,all,0,0,8,-2.7802834898909,0.0165054099912182,0.00307851172147522,0.0112927464790287,0.0162252672864799,0.023318249489302,0.0156794320566402
2019-W01,Central,at_home,female,FALSE,all,0,0,9,-2.7802834898909,0.0277708126204342,0.00507954318577322,0.0191438561441866,0.0273171558133212,0.03898879581167,0.0264322513809567
2019-W02,Central,at_home,female,FALSE,all,0,0,10,-2.7802834898909,0.0390278500152706,0.00707796423032246,0.0269918356690373,0.0384005863969216,0.0546461829456348,0.0371765457939548
2019-W03,Central,at_home,female,FALSE,all,0,0,11,-2.7802834898909,0.0272946982999363,0.00494976955021558,0.0188778239297413,0.0268559657508584,0.0382172020617719,0.0259998964727635
2019-W04,Central,at_home,female,FALSE,all,0,0,12,-2.7802834898909,0.0159972872982461,0.00293437910837338,0.0110153530598185,0.015734696966473,0.02247910511713,0.0152225194765154
2019-W05,Central,at_home,female,FALSE,all,0,0,13,-2.7802834898909,0.0149149581029828,0.00272893938580071,0.0102803673311942,0.0146711966858664,0.0209418715828578,0.0141957673085067
2019-W06,Central,at_home,female,FALSE,all,0,0,14,-2.7802834898909,0.0158649874813234,0.00290111589755815,0.0109369752264703,0.0156062502288416,0.0222709675388362,0.0151015034182489
2019-W07,Central,at_home,female,FALSE,all,0,0,15,-2.7802834898909,0.0166886620119611,0.00305240782043425,0.0115025452911077,0.0164168997740858,0.0234271774266939,0.0158867142509385
2019-W08,Central,at_home,female,FALSE,all,0,0,16,-2.7802834898909,0.0168279997486135,0.00308359860296023,0.0115884144917267,0.0165535054387975,0.0236349029874251,0.0160179737510204
2019-W09,Central,at_home,female,FALSE,all,0,0,17,-2.7802834898909,0.0159266765698259,0.00292672029452817,0.0109544711977058,0.0156658172954807,0.0223878723168783,0.0151568838743083
2019-W10,Central,at_home,female,FALSE,all,0,0,18,-2.7802834898909,0.0148732447564581,0.00273908738528926,0.0102208148130838,0.014628760088332,0.0209210049002906,0.0141517779488871
2019-W11,Central,at_home,female,FALSE,all,0,0,19,-2.7802834898909,0.0149702754102566,0.00275601625422793,0.0102890981364667,0.0147242928135083,0.02105541642423,0.0142443801908168
2019-W12,Central,at_home,female,FALSE,all,0,0,20,-2.7802834898909,0.0168819273118442,0.0030972408914288,0.0116194913965742,0.0166060941356028,0.0237190754175819,0.0160679023077044
2019-W13,Central,at_home,female,FALSE,all,0,0,21,-2.7802834898909,0.0199789274965714,0.00364951117038943,0.0137756246053357,0.0196548229632258,0.0280330566175408,0.0190223805280124
2019-W14,Central,at_home,female,FALSE,all,0,0,22,-2.7802834898909,0.0236496987961502,0.00430918817738828,0.0163242902590909,0.0232673938482171,0.033158975914536,0.0225213547888652
2019-W15,Central,at_home,female,FALSE,all,0,0,23,-2.7802834898909,0.0208109412757123,0.00380079043575379,0.0143526917208037,0.0204727092470887,0.029201264764053,0.0198127650378443
2019-W16,Central,at_home,female,FALSE,all,0,0,24,-2.7802834898909,0.0170193987158643,0.00312932232447133,0.011708150084364,0.016738856315887,0.0239331587523967,0.0161917005595437
2019-W17,Central,at_home,female,FALSE,all,0,0,25,-2.7802834898909,0.0138799890092873,0.00257841967051696,0.00951130942997571,0.013646282880327,0.019583626977304,0.0131908469677108
2019-W18,Central,at_home,female,FALSE,all,1,1,26,-2.7802834898909,0.0114893081990504,0.00216466961704307,0.00783039662612504,0.0112901706432302,0.0162857095783589,0.0109024889591164
2019-W19,Central,at_home,female,FALSE,all,0,0,27,-2.7802834898909,0.00915055994256705,0.00175818377156749,0.00618859036154744,0.00898553578303625,0.0130551729352672,0.00866464976583565
2019-W20,Central,at_home,female,FALSE,all,0,0,28,-2.7802834898909,0.00675528217341544,0.00133262851666205,0.00452033950339795,0.00662686765339869,0.00972378928221304,0.00637751274489883
2019-W21,Central,at_home,female,FALSE,all,0,0,29,-2.7802834898909,0.00476507603142144,0.000972990212866784,0.00314323336814655,0.00466805037717813,0.0069412174949424,0.00448010421259743
2019-W22,Central,at_home,female,FALSE,all,0,0,30,-2.7802834898909,0.00306748811437567,0.000654395591137536,0.00198536912693341,0.00299941106955338,0.00453860103549545,0.00286791619245407
2019-W23,Central,at_home,female,FALSE,all,0,0,31,-2.7802834898909,0.00204365968837158,0.000458897516958416,0.00129233796734654,0.00199348933736577,0.00308169803889501,0.00189696495467635
2019-W24,Central,at_home,female,FALSE,all,0,0,32,-2.7802834898909,0.00143458496788627,0.000340868327970788,0.000883060609417007,0.00139521945478868,0.0022110467103284,0.00131985039138247
2019-W25,Central,at_home,female,FALSE,all,0,0,33,-2.7802834898909,0.0010190219906578,0.000257422734882753,0.000608106690209346,0.000987518028604338,0.00161002253559827,0.000927553375745112
2019-W26,Central,at_home,female,FALSE,all,0,0,34,-2.7802834898909,0.000778589925969505,0.000209451739015305,0.000449250046379294,0.000751386691592619,0.00126375440012489,0.000699996492961663
2019-W27,Central,at_home,female,FALSE,all,0,0,35,-2.7802834898909,0.000649925589855562,0.000186159703093197,0.000362006152162995,0.000624263583909322,0.00108513875769368,0.000576216833351972
2019-W28,Central,at_home,female,FALSE,all,0,0,36,-2.7802834898909,0.000571705459925866,0.000174770301858094,0.000306272107182539,0.000546108096412363,0.00098419974562275,0.000498710966941533
2019-W29,Central,at_home,female,FALSE,all,0,0,37,-2.7802834898909,0.000506532605274738,0.000166364605878101,0.000259170419076588,0.000480561089497651,0.00090322583363994,0.000433129189202058
2019-W30,Central,at_home,female,FALSE,all,0,0,38,-2.7802834898909,0.00042105709051672,0.000150081720317933,0.000203547219319261,0.000395968289046761,0.000783171606345663,0.000350929853457604
2019-W31,Central,at_home,female,FALSE,all,0,0,39,-2.7802834898909,0.00030462960754674,0.000119440433540987,0.000136885730989178,0.000283122941611937,0.000596701767701332,0.000245349174192846
2019-W32,Central,at_home,female,FALSE,all,0,0,40,-2.7802834898909,0.000187570744267939,8.29098031335495e-05,7.60304506535346e-05,0.000171298694789844,0.000393493344598629,0.000143528202640829
2019-W33,Central,at_home,female,FALSE,all,0,0,41,-2.7802834898909,0.000106537424173941,5.5213638161202e-05,3.6873249595516e-05,9.45097246661676e-05,0.000246277391928723,7.48143363114386e-05
2019-W34,Central,at_home,female,FALSE,all,0,0,42,-2.7802834898909,5.93509996630603e-05,3.76638415313214e-05,1.61611992722321e-05,5.01284356002773e-05,0.000156668886539348,3.59873968125808e-05
2019-W35,Central,at_home,female,FALSE,all,0,0,43,-2.7802834898909,3.36534300613444e-05,2.71895714253185e-05,6.50867538709271e-06,2.6216546078406e-05,0.000104905912358892,1.59779869320598e-05
2019-W36,Central,at_home,female,FALSE,all,0,0,44,-2.7802834898909,1.99146325742735e-05,2.11806879708408e-05,2.42671555017215e-06,1.36669538548042e-05,7.4924749367592e-05,6.41815084531854e-06
2018-W45,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,1,-2.99913926550973,0.000582905756103649,0.000226072086355709,0.000264392579935337,0.000542673134629825,0.00113488668296746,0.000473159426905782
2018-W46,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,2,-2.99913926550973,0.000839927682531881,0.000276780528678001,0.000429618576265416,0.000796461836488605,0.00150154420278285,0.000719111011823619
2018-W47,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,3,-2.99913926550973,0.00121646671050802,0.000361174880287167,0.000664674650845659,0.00116459494812825,0.00206712289363155,0.00106999739299649
2018-W48,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,4,-2.99913926550973,0.00166115118808487,0.000452068660934949,0.000953980519684035,0.00160128745148813,0.0027120337111254,0.00148990402324327
2018-W49,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,5,-2.99913926550973,0.00227013793928436,0.000570434206616362,0.00135961644876196,0.00220028842250038,0.00358109717971477,0.00206831753643458
2018-W50,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,6,-2.99913926550973,0.00342123251265917,0.000799742473200407,0.00212294271320652,0.0033302243431989,0.00523968149068997,0.0031562609506997
2018-W51,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,7,-2.99913926550973,0.00610453998454124,0.00133664052889244,0.00390450903389239,0.00596218795634947,0.00911830759124435,0.00568796552279112
2018-W52,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,8,-2.99913926550973,0.0112130639307626,0.00232929618687282,0.0073397676072038,0.0109779002333066,0.0164304727263496,0.0105226878892728
2019-W01,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,9,-2.99913926550973,0.0191018505080494,0.00381868401730438,0.0127079168732025,0.0187307992784883,0.027616149951639,0.0180106213782165
2019-W02,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,10,-2.99913926550973,0.0272696532119986,0.00532632765211793,0.0183159920897407,0.0267637516505962,0.0391139552869064,0.0257804533454978
2019-W03,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,11,-2.99913926550973,0.0194603772217695,0.0037616271956422,0.0131254749151849,0.0191069787017397,0.0278146216469946,0.0184196252938978
2019-W04,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,12,-2.99913926550973,0.0116878744163896,0.00226855840583419,0.0078682407406648,0.0114744430713395,0.016726693853715,0.0110592746160242
2019-W05,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,13,-2.99913926550973,0.0112071070734406,0.00216307097970162,0.00756081075128934,0.0110049147929796,0.0160080265758244,0.0106114874059906
2019-W06,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,14,-2.99913926550973,0.0123087794680636,0.00236937713458042,0.00831182081469554,0.0120881788161296,0.0175650997992711,0.0116589351776217
2019-W07,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,15,-2.99913926550973,0.0133986588818349,0.00257399047863292,0.00905417606654815,0.0131597337994161,0.0191068103830302,0.0126948167338077
2019-W08,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,16,-2.99913926550973,0.0139780286145372,0.00268217900959263,0.00944990862236344,0.013729391177062,0.0199252111827126,0.0132455659610622
2019-W09,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,17,-2.99913926550973,0.0136494633457722,0.0026180145348598,0.00922997764028251,0.0134067000731296,0.0194547132167581,0.012934307586003
2019-W10,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,18,-2.99913926550973,0.0130978725452842,0.0025114230478173,0.00885932953779127,0.0128647240290829,0.0186677048891804,0.0124110329223469
2019-W11,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,19,-2.99913926550973,0.0134766680525123,0.0025810096407724,0.00912143973245578,0.013236902711663,0.0192014727515178,0.0127703043285416
2019-W12,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,20,-2.99913926550973,0.0154401576689776,0.0029507768327738,0.0104611262166018,0.0151661181874278,0.0219851147461946,0.0146328791705579
2019-W13,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,21,-2.99913926550973,0.0184562487804661,0.00352307823577754,0.0125116257843108,0.0181289765729381,0.0262709511053246,0.0174921950648689
2019-W14,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,22,-2.99913926550973,0.0219801238789605,0.00420381124825112,0.0148900880395608,0.0215884269048903,0.0313081118901116,0.0208264515763064
2019-W15,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,23,-2.99913926550973,0.0193887306552839,0.00373690555921154,0.0130943461914694,0.0190378131026623,0.0276880494461292,0.0183554678352483
2019-W16,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,24,-2.99913926550973,0.0158122070215718,0.00308816813717803,0.0106218062511891,0.0155185154874099,0.0226806852054706,0.0149478530626976
2019-W17,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,25,-2.99913926550973,0.0127921363396018,0.00254387207939389,0.00852926320875111,0.0125460633084095,0.0184611777110933,0.0120683998667773
2019-W18,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,26,-2.99913926550973,0.0104712941679083,0.00213209526494391,0.00691265273324649,0.0102604351947166,0.0152351074395428,0.00985168124343343
2019-W19,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,27,-2.99913926550973,0.00823616388072355,0.00172981402644305,0.0053644762074972,0.00806006682835855,0.0121146565212096,0.00771935228919098
2019-W20,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,28,-2.99913926550973,0.00600874460483924,0.00131314196929206,0.00384436997488197,0.00587004835803306,0.00896649266250226,0.00560256374303262
2019-W21,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,29,-2.99913926550973,0.00419259164402848,0.000962386557455762,0.00262107209292843,0.00408619861846937,0.00637305605531754,0.00388191757176887
2019-W22,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,30,-2.99913926550973,0.00267377781783464,0.000650934425534572,0.00162321797130984,0.00259781867077279,0.0041593248220619,0.0024528091173063
2019-W23,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,31,-2.99913926550973,0.00176874759329894,0.000460173437150541,0.00103671884547808,0.00171165720800105,0.00282794692898445,0.00160356813113617
2019-W24,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,32,-2.99913926550973,0.00123632476308528,0.000345608319063839,0.000695879850174728,0.00119051898239474,0.00203935077506387,0.0011046942333498
2019-W25,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,33,-2.99913926550973,0.000876713283216683,0.000264476523504643,0.00047122864665089,0.000839165600192593,0.00149792555236446,0.000769719218188264
2019-W26,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,34,-2.99913926550973,0.000670101119497597,0.000218481464149018,0.000342475140852933,0.000636866382068679,0.00118923373776476,0.000576361278262687
2019-W27,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,35,-2.99913926550973,0.000560464334840474,0.000197492330335354,0.000271453240462408,0.000528323425368776,0.00103500901555253,0.000470913218194766
2019-W28,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,36,-2.99913926550973,0.000494704291301097,0.000188682159217021,0.000225982493342074,0.000461893461659537,0.000953475086967658,0.000404578672644896
2019-W29,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,37,-2.99913926550973,0.000440333491153576,0.000182534229145213,0.000188278035385327,0.0004064310641445,0.000889507801497371,0.000348705733604057
2019-W30,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,38,-2.99913926550973,0.000368039168364821,0.00016684922617921,0.000145739794957786,0.000334939373486442,0.000783294093377921,0.000280183249876918
2019-W31,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,39,-2.99913926550973,0.000267952797661938,0.000133990100141764,9.68398378687884e-05,0.000239546920197469,0.000605489218191407,0.000194063980360352
2019-W32,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,40,-2.99913926550973,0.00016617065816575,9.31874084536742e-05,5.33663283349293e-05,0.000144979953411606,0.000403682536977038,0.000112329716774166
2019-W33,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,41,-2.99913926550973,9.51345867270271e-05,6.15642368971246e-05,2.58495989483048e-05,8.00126904043746e-05,0.000253782821220634,5.78197568342948e-05
2019-W34,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,42,-2.99913926550973,5.34621558767445e-05,4.13846151942274e-05,1.1407725812211e-05,4.24499645210843e-05,0.000160895197397345,2.74001666852967e-05
2019-W35,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,43,-2.99913926550973,3.06032559048186e-05,2.94428654566805e-05,4.64815558125052e-06,2.22080821612514e-05,0.000106842467910408,1.19603384394536e-05
2019-W36,Delridge Neighborhoods,at_home,female,FALSE,all,0,0,44,-2.99913926550973,1.82970670002394e-05,2.2735174307539e-05,1.75780876502652e-06,1.15826986092286e-05,7.55302361365529e-05,4.71383214706235e-06
2018-W45,Downtown,at_home,female,FALSE,all,0,0,1,-2.7802834898909,0.000674191088449171,0.000226286075580452,0.000340844254135421,0.000637999544125107,0.00121633250524631,0.000573114371596089
2018-W46,Downtown,at_home,female,FALSE,all,0,0,2,-2.7802834898909,0.000970808914717185,0.000271809268879262,0.00055034120300612,0.00093334153096768,0.00160659817814601,0.000864355118264324
2018-W47,Downtown,at_home,female,FALSE,all,0,0,3,-2.7802834898909,0.00140482083512052,0.000354985340167737,0.000840885191707684,0.00136050149549764,0.00222305552789328,0.00127730683057783
2018-W48,Downtown,at_home,female,FALSE,all,0,0,4,-2.7802834898909,0.00191658667495493,0.000447971875943047,0.00119096635456997,0.00186510994049565,0.00293711356214127,0.00176710388433741
2018-W49,Downtown,at_home,female,FALSE,all,0,0,5,-2.7802834898909,0.00261659637072787,0.000571675033249141,0.00167598987790953,0.00255557795315506,0.00390555510097835,0.00243825822656396
2018-W50,Downtown,at_home,female,FALSE,all,0,0,6,-2.7802834898909,0.00394104735673049,0.00081281665532438,0.00258786149283697,0.00385950362707703,0.00576036960142698,0.00370168064042331
2018-W51,Downtown,at_home,female,FALSE,all,0,0,7,-2.7802834898909,0.00704172375498891,0.00138206540979589,0.00472036791548032,0.00690982777911956,0.0101168152137961,0.00665360492571525
2018-W52,Downtown,at_home,female,FALSE,all,0,0,8,-2.7802834898909,0.012995245383999,0.0024602702523969,0.00883815724325399,0.0127686159637976,0.0184471355386249,0.012327290431909
2019-W01,Downtown,at_home,female,FALSE,all,0,0,9,-2.7802834898909,0.0223252231037589,0.00413009889333616,0.0153211311249203,0.0219531853023372,0.0314546163138881,0.0212276516574307
2019-W02,Downtown,at_home,female,FALSE,all,0,0,10,-2.7802834898909,0.0322879218652514,0.00590691448250557,0.0222534371756188,0.0317614685608549,0.0453296486463098,0.0307343169874826
2019-W03,Downtown,at_home,female,FALSE,all,0,0,11,-2.7802834898909,0.0234164919264309,0.00427422333242281,0.0161528854632351,0.0230364719665332,0.0328509331268865,0.0222949770141217
2019-W04,Downtown,at_home,female,FALSE,all,0,0,12,-2.7802834898909,0.0143291241419336,0.00264062747969847,0.00984776992100922,0.0140923468241906,0.0201630623917051,0.0136305211381533
