CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Georgetown,h1n1pdm,2018_W47,4.26E-05,1.10E-06,4.26E-05,0.001644814,4.27E-05,1
Green Lake,h1n1pdm,2018_W47,0.000398407,3.22E-05,0.000398533,0.004911178,0.000398829,2
Greenwood/Phinney Ridge,h1n1pdm,2018_W47,0.000379477,4.43E-05,0.000379645,0.003235859,0.00038002,2
Haller Lake,h1n1pdm,2018_W47,0.000130683,2.09E-06,0.000130709,0.008121586,0.000130784,1
High Point,h1n1pdm,2018_W47,8.23E-05,1.86E-06,8.23E-05,0.003625848,8.23E-05,1
Highland Park,h1n1pdm,2018_W47,2.90E-07,1.83E-11,2.90E-07,0.004505368,2.92E-07,1
Interbay,h1n1pdm,2018_W47,0.000199942,1.57E-05,0.000200009,0.00253883,0.000200166,2
Judkins Park,h1n1pdm,2018_W47,0.000208237,1.81E-05,0.000208319,0.002381935,0.000208505,2
Laurelhurst/Sand Point,h1n1pdm,2018_W47,0.000134909,7.99E-06,0.000134956,0.002268516,0.000135067,1
Licton Springs,h1n1pdm,2018_W47,0.000270964,1.33E-06,0.000270977,0.055123542,0.000271065,2
Madison Park,h1n1pdm,2018_W47,6.40E-08,3.79E-56,6.39E-08,9.86E+40,6.41E-08,1
Madrona/Leschi,h1n1pdm,2018_W47,0.000335626,2.81E-05,0.000335739,0.003992157,0.000336003,2
Magnolia,h1n1pdm,2018_W47,5.20E-06,4.41E-08,5.21E-06,0.000607047,5.22E-06,1
Miller Park,h1n1pdm,2018_W47,0.000185742,1.13E-05,0.000185804,0.00304977,0.000185953,1
Montlake/Portage Bay,h1n1pdm,2018_W47,3.18E-05,1.97E-06,3.18E-05,0.000509014,3.18E-05,1
Mt. Baker/North Rainier,h1n1pdm,2018_W47,0.000201693,1.19E-05,0.000201763,0.003414019,0.000201929,2
NA,h1n1pdm,2018_W47,1.58E-07,6.98E-58,1.57E-07,3.23E+43,1.58E-07,1
North Beach/Blue Ridge,h1n1pdm,2018_W47,0.000139362,5.83E-06,0.0001394,0.003314907,0.000139497,1
North Beacon Hill/Jefferson Park,h1n1pdm,2018_W47,2.05E-05,1.63E-06,2.05E-05,0.000255873,2.06E-05,1
North Capitol Hill,h1n1pdm,2018_W47,8.06E-05,2.92E-06,8.07E-05,0.002212803,8.07E-05,1
North Delridge,h1n1pdm,2018_W47,3.93E-05,1.39E-06,3.94E-05,0.001107333,3.94E-05,1
Northgate/Maple Leaf,h1n1pdm,2018_W47,0.000487756,7.61E-05,0.00048798,0.003113786,0.00048847,2
Olympic Hills/Victory Heights,h1n1pdm,2018_W47,0.000377594,5.51E-05,0.000377802,0.002575551,0.00037825,2
Pioneer Square/International District,h1n1pdm,2018_W47,0.000207116,2.77E-05,0.000207229,0.001542469,0.000207474,2
Queen Anne,h1n1pdm,2018_W47,5.63E-05,6.01E-06,5.63E-05,0.000523498,5.64E-05,1
Rainier Beach,h1n1pdm,2018_W47,0.000131146,1.17E-05,0.00013121,0.001468851,0.000131353,1
Ravenna/Bryant,h1n1pdm,2018_W47,0.000165745,1.80E-05,0.000165823,0.001517374,0.000165994,1
Riverview,h1n1pdm,2018_W47,0.000691612,2.52E-05,0.000691729,0.018933126,0.000692062,2
Roxhill/Westwood,h1n1pdm,2018_W47,5.69E-05,1.47E-06,5.69E-05,0.002191247,5.70E-05,1
Seward Park,h1n1pdm,2018_W47,0.000959337,7.92E-05,0.000959522,0.011580874,0.000959999,2
South Beacon Hill/NewHolly,h1n1pdm,2018_W47,0.000137786,4.64E-06,0.00013782,0.004070801,0.000137911,1
South Park,h1n1pdm,2018_W47,3.46E-05,7.26E-07,3.46E-05,0.001641344,3.47E-05,1
Sunset Hill/Loyal Heights,h1n1pdm,2018_W47,0.000199633,2.23E-05,0.000199738,0.001775779,0.00019997,2
University District,h1n1pdm,2018_W47,0.000245064,2.17E-05,0.000245158,0.00275234,0.000245374,2
Wallingford,h1n1pdm,2018_W47,0.000111621,1.33E-05,0.000111681,0.000934026,0.000111811,1
Wedgwood/View Ridge,h1n1pdm,2018_W47,0.000192211,1.82E-05,0.000192291,0.002022972,0.000192471,2
West Seattle Junction/Genesee Hill,h1n1pdm,2018_W47,8.80E-05,3.53E-06,8.80E-05,0.002184594,8.81E-05,1
Whittier Heights,h1n1pdm,2018_W47,0.000129694,8.34E-06,0.000129748,0.00200624,0.000129872,1
Alki/Admiral,h1n1pdm,2018_W48,0.000324012,1.57E-05,0.000324077,0.006658036,0.000324252,2
Arbor Heights,h1n1pdm,2018_W48,0.000289422,2.05E-05,0.000289501,0.004074329,0.000289693,2
Ballard,h1n1pdm,2018_W48,0.000716907,8.98E-05,0.00071711,0.005706225,0.000717583,2
Beacon Hill,h1n1pdm,2018_W48,0.000109197,5.01E-06,0.00010923,0.002367282,0.000109309,1
Belltown,h1n1pdm,2018_W48,3.08E-05,2.90E-06,3.08E-05,0.000324797,3.08E-05,1
Broadview/Bitter Lake,h1n1pdm,2018_W48,5.00E-05,9.28E-07,5.00E-05,0.002681654,5.01E-05,1
Capitol Hill,h1n1pdm,2018_W48,8.23E-05,6.56E-06,8.23E-05,0.001027053,8.24E-05,1
Cascade/Eastlake,h1n1pdm,2018_W48,0.000489985,5.42E-05,0.000490097,0.004415059,0.000490369,2
Cedar Park/Meadowbrook,h1n1pdm,2018_W48,0.000220385,3.30E-05,0.000220471,0.001467994,0.000220664,2
Central Area/Squire Park,h1n1pdm,2018_W48,0.000135377,2.07E-05,0.000135444,0.000881496,0.000135588,1
Columbia City,h1n1pdm,2018_W48,0.000133291,8.99E-06,0.000133326,0.001968187,0.000133412,1
Downtown Commercial Core,h1n1pdm,2018_W48,4.97E-05,3.12E-06,4.98E-05,0.000788531,4.98E-05,1
Duwamish/SODO,h1n1pdm,2018_W48,1.11E-05,1.86E-07,1.11E-05,0.00065166,1.11E-05,1
Fauntleroy/Seaview,h1n1pdm,2018_W48,0.000568835,4.40E-05,0.000568955,0.007330028,0.000569259,2
First Hill,h1n1pdm,2018_W48,8.07E-05,6.39E-06,8.07E-05,0.00101454,8.08E-05,1
Fremont,h1n1pdm,2018_W48,0.000114969,1.21E-05,0.000115016,0.001089542,0.000115121,1
Georgetown,h1n1pdm,2018_W48,6.54E-05,2.00E-06,6.54E-05,0.002128679,6.55E-05,1
Green Lake,h1n1pdm,2018_W48,0.000537873,4.93E-05,0.000537991,0.005852554,0.000538286,2
Greenwood/Phinney Ridge,h1n1pdm,2018_W48,0.000524511,6.79E-05,0.000524668,0.004038751,0.000525031,2
Haller Lake,h1n1pdm,2018_W48,0.000180146,3.58E-06,0.000180174,0.009027354,0.000180261,1
High Point,h1n1pdm,2018_W48,0.000115825,3.17E-06,0.000115847,0.004210136,0.000115911,1
Highland Park,h1n1pdm,2018_W48,5.14E-07,4.85E-11,5.15E-07,0.005341752,5.17E-07,1
Interbay,h1n1pdm,2018_W48,0.000273514,2.44E-05,0.000273578,0.003059242,0.000273737,2
Judkins Park,h1n1pdm,2018_W48,0.000290552,2.85E-05,0.000290632,0.002951635,0.000290821,2
Laurelhurst/Sand Point,h1n1pdm,2018_W48,0.000190566,1.30E-05,0.000190615,0.00278719,0.000190735,1
Licton Springs,h1n1pdm,2018_W48,0.000329066,2.24E-06,0.000329079,0.048105562,0.000329177,2
Madison Park,h1n1pdm,2018_W48,9.26E-08,1.38E-53,9.24E-08,5.69E+38,9.26E-08,1
Madrona/Leschi,h1n1pdm,2018_W48,0.000457122,4.33E-05,0.00045723,0.00481232,0.000457493,2
Magnolia,h1n1pdm,2018_W48,8.66E-06,9.05E-08,8.66E-06,0.000819955,8.68E-06,1
Miller Park,h1n1pdm,2018_W48,0.000260225,1.81E-05,0.000260288,0.003720686,0.000260447,2
Montlake/Portage Bay,h1n1pdm,2018_W48,4.99E-05,3.51E-06,4.99E-05,0.000703957,4.99E-05,1
Mt. Baker/North Rainier,h1n1pdm,2018_W48,0.000284904,1.93E-05,0.000284976,0.004196051,0.000285155,2
NA,h1n1pdm,2018_W48,2.28E-07,3.17E-55,2.28E-07,1.49E+41,2.28E-07,1
North Beach/Blue Ridge,h1n1pdm,2018_W48,0.000193271,9.51E-06,0.00019331,0.003914101,0.000193416,2
North Beacon Hill/Jefferson Park,h1n1pdm,2018_W48,3.30E-05,2.95E-06,3.31E-05,0.000367979,3.31E-05,1
North Capitol Hill,h1n1pdm,2018_W48,0.000119996,5.10E-06,0.000120036,0.002812442,0.000120132,1
North Delridge,h1n1pdm,2018_W48,6.13E-05,2.52E-06,6.13E-05,0.001479816,6.14E-05,1
Northgate/Maple Leaf,h1n1pdm,2018_W48,0.00065123,0.000110858,0.000651424,0.003813116,0.000651863,2
Olympic Hills/Victory Heights,h1n1pdm,2018_W48,0.000527668,8.43E-05,0.000527859,0.003290743,0.000528285,2
Pioneer Square/International District,h1n1pdm,2018_W48,0.000292637,4.30E-05,0.000292743,0.001982032,0.000292982,2
Queen Anne,h1n1pdm,2018_W48,8.62E-05,1.02E-05,8.62E-05,0.00072327,8.63E-05,1
Rainier Beach,h1n1pdm,2018_W48,0.00019035,1.90E-05,0.000190416,0.001900439,0.000190568,1
Ravenna/Bryant,h1n1pdm,2018_W48,0.000233316,2.82E-05,0.00023339,0.001920028,0.000233562,2
Riverview,h1n1pdm,2018_W48,0.000891031,3.88E-05,0.000891143,0.020402541,0.000891489,2
Roxhill/Westwood,h1n1pdm,2018_W48,8.30E-05,2.57E-06,8.31E-05,0.002671978,8.31E-05,1
Seward Park,h1n1pdm,2018_W48,0.001199467,0.000112777,0.001199627,0.012720225,0.001200071,3
South Beacon Hill/NewHolly,h1n1pdm,2018_W48,0.000190849,7.65E-06,0.000190885,0.004741682,0.000190986,1
South Park,h1n1pdm,2018_W48,5.25E-05,1.32E-06,5.25E-05,0.002072923,5.26E-05,1
Sunset Hill/Loyal Heights,h1n1pdm,2018_W48,0.000287329,3.57E-05,0.000287433,0.002305499,0.00028767,2
University District,h1n1pdm,2018_W48,0.000340176,3.40E-05,0.000340268,0.003394017,0.000340486,2
Wallingford,h1n1pdm,2018_W48,0.000159611,2.10E-05,0.000159669,0.00120672,0.000159801,1
Wedgwood/View Ridge,h1n1pdm,2018_W48,0.00026878,2.85E-05,0.000268858,0.002523368,0.00026904,2
West Seattle Junction/Genesee Hill,h1n1pdm,2018_W48,0.000128118,6.01E-06,0.000128154,0.002721109,0.000128244,1
Whittier Heights,h1n1pdm,2018_W48,0.00018781,1.38E-05,0.000187868,0.00254702,0.000188005,1
Alki/Admiral,h1n1pdm,2018_W49,0.000449602,2.53E-05,0.000449671,0.007959137,0.000449865,2
Arbor Heights,h1n1pdm,2018_W49,0.000413099,3.30E-05,0.000413182,0.005146312,0.000413393,2
Ballard,h1n1pdm,2018_W49,0.000985336,0.00013488,0.000985519,0.007177665,0.000985973,2
Beacon Hill,h1n1pdm,2018_W49,0.000159946,8.51E-06,0.000159983,0.002995845,0.000160077,1
Belltown,h1n1pdm,2018_W49,4.92E-05,5.12E-06,4.92E-05,0.000470079,4.93E-05,1
Broadview/Bitter Lake,h1n1pdm,2018_W49,7.53E-05,1.69E-06,7.53E-05,0.00333218,7.54E-05,1
Capitol Hill,h1n1pdm,2018_W49,0.000123867,1.11E-05,0.000123905,0.001382172,0.000123996,1
Cascade/Eastlake,h1n1pdm,2018_W49,0.000654845,8.01E-05,0.000654945,0.005339028,0.000655206,2
Cedar Park/Meadowbrook,h1n1pdm,2018_W49,0.000315636,5.11E-05,0.000315716,0.001944923,0.000315904,2
Central Area/Squire Park,h1n1pdm,2018_W49,0.000201691,3.33E-05,0.000201756,0.001217687,0.000201902,2
Columbia City,h1n1pdm,2018_W49,0.000189157,1.45E-05,0.000189194,0.002456889,0.000189288,1
Downtown Commercial Core,h1n1pdm,2018_W49,7.60E-05,5.41E-06,7.60E-05,0.001062963,7.61E-05,1
Duwamish/SODO,h1n1pdm,2018_W49,1.82E-05,3.67E-07,1.82E-05,0.000894023,1.82E-05,1
Fauntleroy/Seaview,h1n1pdm,2018_W49,0.000772095,6.75E-05,0.000772209,0.008809557,0.000772521,2
First Hill,h1n1pdm,2018_W49,0.000119662,1.06E-05,0.000119695,0.001341975,0.000119774,1
Fremont,h1n1pdm,2018_W49,0.000170448,1.98E-05,0.000170497,0.001464969,0.000170612,1
Georgetown,h1n1pdm,2018_W49,0.000100372,3.60E-06,0.000100407,0.002782252,0.000100493,1
Green Lake,h1n1pdm,2018_W49,0.000726563,7.44E-05,0.000726674,0.007072694,0.000726968,2
Greenwood/Phinney Ridge,h1n1pdm,2018_W49,0.00072538,0.000102459,0.000725523,0.005120726,0.000725871,2
Haller Lake,h1n1pdm,2018_W49,0.00024847,6.07E-06,0.000248501,0.010132472,0.000248603,2
High Point,h1n1pdm,2018_W49,0.000163195,5.37E-06,0.000163221,0.004938068,0.000163296,1
Highland Park,h1n1pdm,2018_W49,9.11E-07,1.28E-10,9.12E-07,0.006363121,9.16E-07,1
Interbay,h1n1pdm,2018_W49,0.000374365,3.74E-05,0.000374427,0.003737378,0.000374589,2
Judkins Park,h1n1pdm,2018_W49,0.000405632,4.42E-05,0.000405709,0.003709648,0.000405903,2
Laurelhurst/Sand Point,h1n1pdm,2018_W49,0.000269334,2.08E-05,0.000269385,0.003467555,0.000269517,2
Licton Springs,h1n1pdm,2018_W49,0.00039985,3.75E-06,0.000399863,0.042467857,0.000399971,2
Madison Park,h1n1pdm,2018_W49,1.34E-07,4.82E-51,1.34E-07,3.42E+36,1.34E-07,1
Madrona/Leschi,h1n1pdm,2018_W49,0.000622948,6.58E-05,0.000623049,0.005883338,0.000623312,2
Magnolia,h1n1pdm,2018_W49,1.44E-05,1.85E-07,1.44E-05,0.001116153,1.45E-05,1
Miller Park,h1n1pdm,2018_W49,0.000364779,2.88E-05,0.000364844,0.004597039,0.000365014,2
Montlake/Portage Bay,h1n1pdm,2018_W49,7.83E-05,6.19E-06,7.83E-05,0.000985563,7.84E-05,1
Mt. Baker/North Rainier,h1n1pdm,2018_W49,0.000402669,3.09E-05,0.000402744,0.005222146,0.00040294,2
NA,h1n1pdm,2018_W49,3.30E-07,1.38E-52,3.29E-07,7.19E+38,3.30E-07,1
North Beach/Blue Ridge,h1n1pdm,2018_W49,0.000268182,1.53E-05,0.000268223,0.004675414,0.00026834,2
North Beacon Hill/Jefferson Park,h1n1pdm,2018_W49,5.33E-05,5.26E-06,5.33E-05,0.000536234,5.34E-05,1
North Capitol Hill,h1n1pdm,2018_W49,0.000178681,8.80E-06,0.000178728,0.003613468,0.000178846,1
North Delridge,h1n1pdm,2018_W49,9.55E-05,4.54E-06,9.56E-05,0.001998589,9.56E-05,1
Northgate/Maple Leaf,h1n1pdm,2018_W49,0.000869978,0.000158829,0.000870137,0.004753038,0.00087052,2
Olympic Hills/Victory Heights,h1n1pdm,2018_W49,0.0007378,0.000126899,0.000737968,0.004277292,0.000738364,2
Pioneer Square/International District,h1n1pdm,2018_W49,0.0004137,6.59E-05,0.000413798,0.002589202,0.000414027,2
Queen Anne,h1n1pdm,2018_W49,0.000132067,1.71E-05,0.000132116,0.001014238,0.000132227,1
Rainier Beach,h1n1pdm,2018_W49,0.000276434,3.05E-05,0.000276502,0.002493662,0.000276665,2
Ravenna/Bryant,h1n1pdm,2018_W49,0.000328616,4.36E-05,0.000328687,0.002466765,0.000328858,2
Riverview,h1n1pdm,2018_W49,0.001148588,5.91E-05,0.001148696,0.022253407,0.00114906,3
Roxhill/Westwood,h1n1pdm,2018_W49,0.000121246,4.45E-06,0.000121272,0.003291207,0.000121342,1
Seward Park,h1n1pdm,2018_W49,0.001500539,0.000158397,0.001500673,0.01417877,0.001501089,3
South Beacon Hill/NewHolly,h1n1pdm,2018_W49,0.000264494,1.25E-05,0.000264533,0.005584481,0.000264647,2
South Park,h1n1pdm,2018_W49,7.97E-05,2.39E-06,7.97E-05,0.00264297,7.98E-05,1
Sunset Hill/Loyal Heights,h1n1pdm,2018_W49,0.00041378,5.62E-05,0.000413881,0.003039461,0.000414121,2
University District,h1n1pdm,2018_W49,0.000472467,5.24E-05,0.000472554,0.004245275,0.000472776,2
Wallingford,h1n1pdm,2018_W49,0.000228362,3.28E-05,0.000228417,0.001583661,0.000228548,2
Wedgwood/View Ridge,h1n1pdm,2018_W49,0.000376061,4.41E-05,0.000376135,0.003193534,0.000376319,2
West Seattle Junction/Genesee Hill,h1n1pdm,2018_W49,0.000186647,1.01E-05,0.000186688,0.00342747,0.000186794,1
Whittier Heights,h1n1pdm,2018_W49,0.00027212,2.25E-05,0.000272182,0.003274949,0.000272334,2
Alki/Admiral,h1n1pdm,2018_W50,0.000624596,4.04E-05,0.000624668,0.009621217,0.000624887,2
Arbor Heights,h1n1pdm,2018_W50,0.000590309,5.28E-05,0.000590397,0.006578069,0.000590634,2
Ballard,h1n1pdm,2018_W50,0.00135584,0.000200262,0.001356005,0.009157308,0.001356447,3
Beacon Hill,h1n1pdm,2018_W50,0.000234551,1.43E-05,0.000234594,0.003831498,0.000234709,2
Belltown,h1n1pdm,2018_W50,7.87E-05,8.95E-06,7.87E-05,0.000688748,7.88E-05,1
Broadview/Bitter Lake,h1n1pdm,2018_W50,0.000113509,3.07E-06,0.000113536,0.004176996,0.000113609,1
Capitol Hill,h1n1pdm,2018_W50,0.000186717,1.85E-05,0.000186762,0.001882371,0.000186871,1
Cascade/Eastlake,h1n1pdm,2018_W50,0.000876188,0.000116996,0.000876277,0.006546044,0.000876531,2
Cedar Park/Meadowbrook,h1n1pdm,2018_W50,0.000452579,7.81E-05,0.000452653,0.002615415,0.000452838,2
Central Area/Squire Park,h1n1pdm,2018_W50,0.000300834,5.29E-05,0.000300898,0.001707337,0.00030105,2
Columbia City,h1n1pdm,2018_W50,0.000268749,2.32E-05,0.000268788,0.003103077,0.000268895,2
Downtown Commercial Core,h1n1pdm,2018_W50,0.000116165,9.28E-06,0.000116197,0.001448858,0.000116276,1
Duwamish/SODO,h1n1pdm,2018_W50,2.99E-05,7.20E-07,3.00E-05,0.001236543,3.00E-05,1
Fauntleroy/Seaview,h1n1pdm,2018_W50,0.001049198,0.000102399,0.001049308,0.010721189,0.001049635,3
First Hill,h1n1pdm,2018_W50,0.000177701,1.75E-05,0.000177739,0.001796417,0.000177832,1
Fremont,h1n1pdm,2018_W50,0.000252992,3.20E-05,0.000253045,0.001995593,0.000253173,2
Georgetown,h1n1pdm,2018_W50,0.000154306,6.46E-06,0.000154353,0.003671031,0.000154467,1
Green Lake,h1n1pdm,2018_W50,0.000982587,0.000111204,0.00098269,0.008659686,0.000982989,2
Greenwood/Phinney Ridge,h1n1pdm,2018_W50,0.001004337,0.000152787,0.001004465,0.006585918,0.001004805,2
Haller Lake,h1n1pdm,2018_W50,0.000343103,1.02E-05,0.000343138,0.011484284,0.00034326,2
High Point,h1n1pdm,2018_W50,0.000230205,9.03E-06,0.000230234,0.005849375,0.000230325,2
Highland Park,h1n1pdm,2018_W50,1.62E-06,3.38E-10,1.62E-06,0.007617333,1.63E-06,1
Interbay,h1n1pdm,2018_W50,0.000512997,5.68E-05,0.000513056,0.004624892,0.000513224,2
Judkins Park,h1n1pdm,2018_W50,0.000566948,6.79E-05,0.000567022,0.004723692,0.000567225,2
Laurelhurst/Sand Point,h1n1pdm,2018_W50,0.000381102,3.32E-05,0.000381155,0.00436516,0.000381302,2
Licton Springs,h1n1pdm,2018_W50,0.000486423,6.21E-06,0.000486436,0.037970509,0.000486554,2
Madison Park,h1n1pdm,2018_W50,1.94E-07,1.62E-48,1.94E-07,2.14E+34,1.94E-07,1
Madrona/Leschi,h1n1pdm,2018_W50,0.000849911,9.89E-05,0.000850006,0.00728769,0.000850275,2
Magnolia,h1n1pdm,2018_W50,2.40E-05,3.75E-07,2.41E-05,0.001530822,2.41E-05,1
Miller Park,h1n1pdm,2018_W50,0.000511934,4.55E-05,0.000512,0.005748011,0.000512188,2
Montlake/Portage Bay,h1n1pdm,2018_W50,0.000123159,1.08E-05,0.000123204,0.001395533,0.000123308,1
Mt. Baker/North Rainier,h1n1pdm,2018_W50,0.000569772,4.92E-05,0.000569851,0.006576252,0.00057007,2
NA,h1n1pdm,2018_W50,4.77E-07,5.76E-50,4.77E-07,3.64E+36,4.77E-07,1
North Beach/Blue Ridge,h1n1pdm,2018_W50,0.000372559,2.45E-05,0.000372603,0.005647311,0.000372735,2
North Beacon Hill/Jefferson Park,h1n1pdm,2018_W50,8.60E-05,9.30E-06,8.60E-05,0.000790891,8.61E-05,1
North Capitol Hill,h1n1pdm,2018_W50,0.000266374,1.51E-05,0.000266431,0.004690681,0.000266579,2
North Delridge,h1n1pdm,2018_W50,0.000149052,8.11E-06,0.000149104,0.002726263,0.000149228,1
Northgate/Maple Leaf,h1n1pdm,2018_W50,0.00116355,0.00022447,0.001163675,0.00601865,0.00116401,3
Olympic Hills/Victory Heights,h1n1pdm,2018_W50,0.001032805,0.000188506,0.001032952,0.005645396,0.001033323,2
Pioneer Square/International District,h1n1pdm,2018_W50,0.000585525,9.96E-05,0.000585613,0.003432886,0.000585837,2
Queen Anne,h1n1pdm,2018_W50,0.000202629,2.84E-05,0.000202684,0.001441521,0.000202811,2
Rainier Beach,h1n1pdm,2018_W50,0.000401915,4.86E-05,0.000401985,0.003314632,0.000402164,2
Ravenna/Bryant,h1n1pdm,2018_W50,0.000463378,6.66E-05,0.000463446,0.00321347,0.00046362,2
Riverview,h1n1pdm,2018_W50,0.00148231,8.92E-05,0.001482414,0.024563895,0.001482803,3
Roxhill/Westwood,h1n1pdm,2018_W50,0.000177223,7.64E-06,0.000177254,0.004093686,0.000177341,1
Seward Park,h1n1pdm,2018_W50,0.001879355,0.000219887,0.001879466,0.016025894,0.001879864,3
South Beacon Hill/NewHolly,h1n1pdm,2018_W50,0.000366984,2.02E-05,0.000367025,0.006647988,0.000367156,2
South Park,h1n1pdm,2018_W50,0.000121066,4.29E-06,0.000121098,0.003400811,0.00012118,1
Sunset Hill/Loyal Heights,h1n1pdm,2018_W50,0.000596571,8.74E-05,0.00059667,0.004063219,0.000596919,2
University District,h1n1pdm,2018_W50,0.000656963,8.00E-05,0.000657048,0.00538041,0.000657277,2
Wallingford,h1n1pdm,2018_W50,0.000327105,5.06E-05,0.000327158,0.002108085,0.000327292,2
Wedgwood/View Ridge,h1n1pdm,2018_W50,0.00052677,6.76E-05,0.000526842,0.004096032,0.000527032,2
West Seattle Junction/Genesee Hill,h1n1pdm,2018_W50,0.00027223,1.69E-05,0.000272277,0.004363368,0.000272405,2
Whittier Heights,h1n1pdm,2018_W50,0.000394735,3.65E-05,0.000394801,0.004261234,0.000394976,2
Alki/Admiral,h1n1pdm,2018_W51,0.000870308,6.42E-05,0.000870383,0.011769169,0.000870633,2
Arbor Heights,h1n1pdm,2018_W51,0.000846074,8.39E-05,0.000846166,0.008511384,0.000846436,2
Ballard,h1n1pdm,2018_W51,0.001871268,0.000295005,0.001871414,0.011844649,0.001871856,3
Beacon Hill,h1n1pdm,2018_W51,0.000344988,2.39E-05,0.000345038,0.004955259,0.000345179,2
Belltown,h1n1pdm,2018_W51,0.00012633,1.56E-05,0.000126372,0.001021448,0.000126469,1
Broadview/Bitter Lake,h1n1pdm,2018_W51,0.00017161,5.55E-06,0.000171645,0.005287384,0.000171741,1
Capitol Hill,h1n1pdm,2018_W51,0.000282304,3.06E-05,0.000282356,0.002594608,0.000282489,2
Cascade/Eastlake,h1n1pdm,2018_W51,0.001175869,0.000169576,0.001175947,0.00813631,0.001176201,3
Cedar Park/Meadowbrook,h1n1pdm,2018_W51,0.000650886,0.000118516,0.000650955,0.003566986,0.000651142,2
Central Area/Squire Park,h1n1pdm,2018_W51,0.000450063,8.32E-05,0.000450126,0.00242774,0.000450287,2
Columbia City,h1n1pdm,2018_W51,0.00038298,3.69E-05,0.000383021,0.003966964,0.000383143,2
Downtown Commercial Core,h1n1pdm,2018_W51,0.000178151,1.58E-05,0.000178191,0.001997459,0.000178291,1
Duwamish/SODO,h1n1pdm,2018_W51,4.95E-05,1.41E-06,4.95E-05,0.001725745,4.96E-05,1
Fauntleroy/Seaview,h1n1pdm,2018_W51,0.001430037,0.000154355,0.001430142,0.01321643,0.00143049,3
First Hill,h1n1pdm,2018_W51,0.000264684,2.87E-05,0.000264727,0.002434018,0.000264838,2
Fremont,h1n1pdm,2018_W51,0.000376638,5.14E-05,0.000376695,0.002753544,0.000376842,2
Georgetown,h1n1pdm,2018_W51,0.000237936,1.15E-05,0.000237996,0.004893378,0.000238148,2
Green Lake,h1n1pdm,2018_W51,0.001332823,0.000164965,0.001332918,0.010743679,0.001333229,3
Greenwood/Phinney Ridge,h1n1pdm,2018_W51,0.00139475,0.000226035,0.001394864,0.00858807,0.001395204,3
Haller Lake,h1n1pdm,2018_W51,0.000475203,1.71E-05,0.000475241,0.013160098,0.000475385,2
High Point,h1n1pdm,2018_W51,0.000325707,1.51E-05,0.000325739,0.007004744,0.000325847,2
Highland Park,h1n1pdm,2018_W51,2.88E-06,8.90E-10,2.88E-06,0.009177814,2.89E-06,1
Interbay,h1n1pdm,2018_W51,0.000705079,8.55E-05,0.000705135,0.005798106,0.000705313,2
Judkins Park,h1n1pdm,2018_W51,0.000794798,0.000103415,0.000794871,0.006094004,0.000795086,2
Laurelhurst/Sand Point,h1n1pdm,2018_W51,0.000540872,5.25E-05,0.000540927,0.005562449,0.000541094,2
Licton Springs,h1n1pdm,2018_W51,0.000593517,1.02E-05,0.000593528,0.034476011,0.000593653,2
Madison Park,h1n1pdm,2018_W51,2.82E-07,5.17E-46,2.81E-07,1.42E+32,2.82E-07,1
Madrona/Leschi,h1n1pdm,2018_W51,0.00116305,0.000147541,0.001163138,0.009147069,0.001163419,3
