NEIGHBORHOOD_DISTRICT_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Delridge Neighborhoods,rsva,2018_W50,0.005731758,0.000224487,0.005737695,0.145037404,0.005750335,2
Downtown,rsva,2018_W50,0.009287533,0.001656021,0.009288417,0.051976207,0.009290895,2
East,rsva,2018_W50,0.001752094,8.92E-05,0.001770284,0.032392459,0.001807003,2
Greater Duwamish,rsva,2018_W50,0.005782195,0.000461453,0.005847602,0.067896943,0.005978204,2
Lake Union,rsva,2018_W50,0.012976176,0.003237638,0.012990648,0.051620677,0.013020383,3
Magnolia/Queen Anne,rsva,2018_W50,0.001327232,6.89E-05,0.001329397,0.025254182,0.001334076,2
NA,rsva,2018_W50,1.67E-05,8.16E-40,1.96E-05,1.34E+29,2.77E-05,1
North,rsva,2018_W50,0.019728661,0.006299543,0.019735418,0.061603445,0.019749959,3
Northeast,rsva,2018_W50,0.007345244,0.001563748,0.007357681,0.034129187,0.00738305,2
Northwest,rsva,2018_W50,0.007886906,0.000885176,0.007884826,0.070229504,0.007881329,2
Southeast,rsva,2018_W50,0.000525172,5.36E-06,0.000523994,0.051807249,0.000521722,2
Southwest,rsva,2018_W50,0.028462543,0.006391317,0.028461387,0.126607125,0.028460894,3
Ballard,rsva,2018_W51,0.002365085,0.000192192,0.002362202,0.029229248,0.002356529,2
Central,rsva,2018_W51,0.041112402,0.013822733,0.04113373,0.121804703,0.0411784,4
Delridge Neighborhoods,rsva,2018_W51,0.008838368,0.000585219,0.008843098,0.132736748,0.008853596,2
Downtown,rsva,2018_W51,0.013750565,0.003302561,0.013755356,0.057066135,0.013765882,3
East,rsva,2018_W51,0.003247343,0.000289736,0.003269129,0.03498623,0.00331301,2
Greater Duwamish,rsva,2018_W51,0.010324794,0.00134713,0.01039019,0.076246594,0.010520375,3
Lake Union,rsva,2018_W51,0.013342064,0.003838347,0.013341325,0.046338319,0.013340589,3
Magnolia/Queen Anne,rsva,2018_W51,0.002453555,0.000220537,0.002456069,0.027078888,0.002461577,2
NA,rsva,2018_W51,1.89E-05,5.14E-38,2.16E-05,3.16E+27,2.86E-05,1
North,rsva,2018_W51,0.02426934,0.008706603,0.024286957,0.067313798,0.024323162,3
Northeast,rsva,2018_W51,0.011528552,0.003237611,0.011535414,0.040866836,0.011549738,3
Northwest,rsva,2018_W51,0.011547509,0.001874516,0.011545807,0.07107331,0.011543257,3
Southeast,rsva,2018_W51,0.000913162,1.87E-05,0.000911943,0.0446373,0.000909629,2
Southwest,rsva,2018_W51,0.034071961,0.009117831,0.034067262,0.127265291,0.034059822,3
Ballard,rsva,2018_W52,0.004178488,0.000535861,0.004175569,0.032644788,0.004169964,2
Central,rsva,2018_W52,0.056166291,0.020676798,0.056186983,0.152116538,0.056230625,4
Delridge Neighborhoods,rsva,2018_W52,0.013642567,0.001396931,0.013645626,0.132781188,0.013653125,3
Downtown,rsva,2018_W52,0.021218946,0.006298047,0.021228705,0.071227389,0.021249487,3
East,rsva,2018_W52,0.006029108,0.000857025,0.006052021,0.041450254,0.006098189,2
Greater Duwamish,rsva,2018_W52,0.018401038,0.003537203,0.018450724,0.094145073,0.018549961,3
Lake Union,rsva,2018_W52,0.014420283,0.00448206,0.014430912,0.046154713,0.014452773,3
Magnolia/Queen Anne,rsva,2018_W52,0.004543763,0.000645044,0.004546674,0.031834564,0.004553153,2
NA,rsva,2018_W52,2.16E-05,3.00E-36,2.39E-05,8.13E+25,2.97E-05,1
North,rsva,2018_W52,0.032207673,0.012436731,0.032231061,0.082999341,0.032278837,3
Northeast,rsva,2018_W52,0.018112495,0.006107431,0.018112622,0.053658822,0.018113685,3
Northwest,rsva,2018_W52,0.016736175,0.003586848,0.01673504,0.078008801,0.016733886,3
Southeast,rsva,2018_W52,0.001595171,6.11E-05,0.001594277,0.041638331,0.001592693,2
Southwest,rsva,2018_W52,0.041244249,0.012193563,0.041229985,0.139618548,0.041203604,4
Ballard,rsva,2019_W01,0.007360939,0.001364065,0.007358195,0.039741507,0.007353204,2
Central,rsva,2019_W01,0.078941371,0.030899684,0.078946176,0.20143269,0.078958724,4
Delridge Neighborhoods,rsva,2019_W01,0.020981957,0.00304705,0.020983037,0.144179139,0.020986975,3
Downtown,rsva,2019_W01,0.034281375,0.011795689,0.034297896,0.09926668,0.034332674,3
East,rsva,2019_W01,0.011159256,0.00229107,0.011179047,0.053738776,0.011219137,3
Greater Duwamish,rsva,2019_W01,0.032438129,0.008284089,0.032456909,0.126444049,0.032495611,3
Lake Union,rsva,2019_W01,0.017042163,0.005564572,0.017087641,0.051375313,0.017179677,3
Magnolia/Queen Anne,rsva,2019_W01,0.008389692,0.001713232,0.008393691,0.040915566,0.008402611,2
NA,rsva,2019_W01,2.47E-05,1.61E-34,2.66E-05,2.31E+24,3.11E-05,1
North,rsva,2019_W01,0.046121391,0.018873302,0.046131221,0.112481405,0.04615238,4
Northeast,rsva,2019_W01,0.028299427,0.010702132,0.02829087,0.074889823,0.028274875,3
Northwest,rsva,2019_W01,0.024438349,0.006402962,0.02443983,0.09312749,0.024444239,3
Southeast,rsva,2019_W01,0.002796457,0.000184933,0.002796525,0.042168347,0.00279701,2
Southwest,rsva,2019_W01,0.049769114,0.015559145,0.049739855,0.159545243,0.049683603,4
Ballard,rsva,2019_W02,0.012746935,0.003131475,0.012747107,0.051816532,0.012748397,3
Central,rsva,2019_W02,0.111270606,0.045465786,0.11124663,0.272418394,0.111202675,4
Delridge Neighborhoods,rsva,2019_W02,0.031722359,0.006031685,0.031722543,0.166573051,0.031725093,3
Downtown,rsva,2019_W02,0.056902638,0.021722916,0.056924227,0.148609226,0.056969962,4
East,rsva,2019_W02,0.020280554,0.005464472,0.020292225,0.074934193,0.020316431,3
Greater Duwamish,rsva,2019_W02,0.055286798,0.01707761,0.05527212,0.179052307,0.055245285,4
Lake Union,rsva,2019_W02,0.02241349,0.007676813,0.022508208,0.063874078,0.022701411,3
Magnolia/Queen Anne,rsva,2019_W02,0.015215588,0.004081002,0.015223659,0.056494721,0.015241086,3
NA,rsva,2019_W02,2.83E-05,7.68E-33,2.97E-05,7.28E+22,3.28E-05,1
North,rsva,2019_W02,0.067966874,0.029057991,0.067950221,0.159066439,0.067919206,4
Northeast,rsva,2019_W02,0.042261616,0.017144343,0.042245133,0.104315559,0.042213631,4
Northwest,rsva,2019_W02,0.036060582,0.010891153,0.03607104,0.119071672,0.036093783,3
Southeast,rsva,2019_W02,0.004881747,0.000514078,0.004883693,0.046155896,0.004888152,2
Southwest,rsva,2019_W02,0.057604459,0.018627139,0.057565527,0.178623404,0.057489994,4
Ballard,rsva,2019_W03,0.021079417,0.006350049,0.021094464,0.06962189,0.021126153,3
Central,rsva,2019_W03,0.144067165,0.060471518,0.144023729,0.343524899,0.143941691,4
Delridge Neighborhoods,rsva,2019_W03,0.045931093,0.010681892,0.045934461,0.197149599,0.04594377,4
Downtown,rsva,2019_W03,0.091832579,0.037737087,0.09185219,0.223025364,0.091895163,4
East,rsva,2019_W03,0.035062314,0.011392723,0.035060802,0.107820143,0.035059221,3
Greater Duwamish,rsva,2019_W03,0.087098694,0.030209209,0.087061243,0.251475498,0.086989859,4
Lake Union,rsva,2019_W03,0.032506102,0.011836376,0.032650799,0.087040698,0.032947985,3
Magnolia/Queen Anne,rsva,2019_W03,0.026274989,0.008543889,0.026294137,0.080394522,0.026334153,3
NA,rsva,2019_W03,3.19E-05,3.16E-31,3.28E-05,2.55E+21,3.47E-05,1
North,rsva,2019_W03,0.091817943,0.040291013,0.091785581,0.209491284,0.09172354,4
Northeast,rsva,2019_W03,0.056935213,0.024130284,0.056914139,0.134507589,0.056873796,4
Northwest,rsva,2019_W03,0.052819298,0.017686616,0.052840247,0.157232148,0.052884574,4
Southeast,rsva,2019_W03,0.008340634,0.001289194,0.008345811,0.053681189,0.008356985,2
Southwest,rsva,2019_W03,0.061692175,0.020409689,0.061658431,0.186849909,0.061593486,4
Ballard,rsva,2019_W04,0.032979633,0.011481405,0.033028596,0.093866505,0.033128971,3
Central,rsva,2019_W04,0.15490272,0.066115432,0.154860861,0.363183402,0.154782335,4
Delridge Neighborhoods,rsva,2019_W04,0.06356756,0.017179747,0.063569392,0.234884074,0.063576322,4
Downtown,rsva,2019_W04,0.134226241,0.058156064,0.134240075,0.309383342,0.13427273,4
East,rsva,2019_W04,0.054922282,0.020158568,0.054903713,0.149778338,0.05486873,4
Greater Duwamish,rsva,2019_W04,0.118144341,0.043836369,0.118089235,0.318946138,0.11798307,4
Lake Union,rsva,2019_W04,0.050192926,0.019757113,0.05036252,0.125067435,0.050710871,4
Magnolia/Queen Anne,rsva,2019_W04,0.042575675,0.015827991,0.042608346,0.113933933,0.042675855,4
NA,rsva,2019_W04,3.51E-05,1.07E-29,3.55E-05,9.92592E+19,3.63E-05,1
North,rsva,2019_W04,0.102020377,0.045487297,0.10197961,0.229151256,0.101900948,4
Northeast,rsva,2019_W04,0.065285825,0.028509127,0.065268887,0.14960523,0.065237166,4
Northwest,rsva,2019_W04,0.073915601,0.026816842,0.073934147,0.203259205,0.073974548,4
Southeast,rsva,2019_W04,0.013649939,0.002867849,0.013660399,0.064599117,0.013682414,3
Southwest,rsva,2019_W04,0.059302434,0.019954773,0.059298965,0.176114903,0.059294734,4
Ballard,rsva,2019_W05,0.051821586,0.020091459,0.051910455,0.132287033,0.052091875,4
Central,rsva,2019_W05,0.150381389,0.064633291,0.150347028,0.350061635,0.150283429,4
Delridge Neighborhoods,rsva,2019_W05,0.084973072,0.025685543,0.084963269,0.280975109,0.084947954,4
Downtown,rsva,2019_W05,0.17886056,0.080422939,0.178878118,0.397277092,0.178919477,4
East,rsva,2019_W05,0.076362649,0.030258982,0.07633399,0.192948169,0.076279394,4
Greater Duwamish,rsva,2019_W05,0.135013688,0.052248984,0.134950901,0.349475372,0.134829753,4
Lake Union,rsva,2019_W05,0.08398271,0.035970002,0.084121168,0.194157361,0.084404619,4
Magnolia/Queen Anne,rsva,2019_W05,0.065728462,0.026831598,0.065770521,0.160309757,0.065857407,4
NA,rsva,2019_W05,3.77E-05,2.95E-28,3.78E-05,4.45851E+18,3.78E-05,1
North,rsva,2019_W05,0.092178939,0.04148537,0.092169872,0.204779156,0.092154854,4
Northeast,rsva,2019_W05,0.068630475,0.030554289,0.068630822,0.154037018,0.06863389,4
Northwest,rsva,2019_W05,0.09778425,0.037756013,0.097797105,0.252843692,0.097827089,4
Southeast,rsva,2019_W05,0.022030992,0.005872096,0.022046782,0.082227085,0.022079866,3
Southwest,rsva,2019_W05,0.056319662,0.019218011,0.056352672,0.164347373,0.056421513,4
Ballard,rsva,2019_W06,0.088977252,0.037591065,0.089091011,0.208958817,0.089323713,4
Central,rsva,2019_W06,0.14506978,0.062508614,0.145059244,0.33655166,0.145043367,4
Delridge Neighborhoods,rsva,2019_W06,0.115400404,0.037986834,0.115374274,0.350653468,0.11532736,4
Downtown,rsva,2019_W06,0.243357464,0.112423479,0.243372455,0.52623056,0.243410584,5
East,rsva,2019_W06,0.103036384,0.042933817,0.103002935,0.247521272,0.102939384,4
Greater Duwamish,rsva,2019_W06,0.145183499,0.057856695,0.145147429,0.364510366,0.145080616,4
Lake Union,rsva,2019_W06,0.154890823,0.071045324,0.154948759,0.336748229,0.155070575,4
Magnolia/Queen Anne,rsva,2019_W06,0.106174829,0.046383128,0.106210319,0.242407689,0.106285251,4
NA,rsva,2019_W06,4.10E-05,6.65E-27,4.07E-05,2.46798E+17,4.00E-05,1
North,rsva,2019_W06,0.085670014,0.038532939,0.085721797,0.189693263,0.08582875,4
Northeast,rsva,2019_W06,0.075166582,0.033966537,0.075196082,0.165857765,0.075257881,4
Northwest,rsva,2019_W06,0.131222908,0.053209709,0.131238972,0.323125838,0.131276523,4
Southeast,rsva,2019_W06,0.036608302,0.011671566,0.036628206,0.11435637,0.036670192,3
Southwest,rsva,2019_W06,0.057908398,0.02012368,0.057982632,0.165296956,0.058134455,4
Ballard,rsva,2019_W07,0.170693271,0.077437166,0.170782204,0.37489927,0.170966723,4
Central,rsva,2019_W07,0.149813194,0.064884444,0.149834417,0.345369151,0.149882603,4
Delridge Neighborhoods,rsva,2019_W07,0.161814113,0.057139218,0.161771999,0.458464567,0.16169468,4
Downtown,rsva,2019_W07,0.354608836,0.167468239,0.354583209,0.750657652,0.354543217,5
East,rsva,2019_W07,0.141365936,0.061261623,0.141323246,0.326507588,0.141242399,4
Greater Duwamish,rsva,2019_W07,0.162375732,0.066244954,0.162410324,0.397206934,0.162486035,4
Lake Union,rsva,2019_W07,0.287534623,0.137595284,0.287517042,0.60066242,0.287490885,5
Magnolia/Queen Anne,rsva,2019_W07,0.18204655,0.083677451,0.182051026,0.39571896,0.182066029,5
NA,rsva,2019_W07,4.56E-05,1.20E-25,4.50E-05,1.77054E+16,4.36E-05,1
North,rsva,2019_W07,0.096505189,0.043729982,0.096603039,0.211627543,0.096803568,4
Northeast,rsva,2019_W07,0.095505309,0.044078711,0.095554032,0.206200819,0.095655155,4
Northwest,rsva,2019_W07,0.185258348,0.078369477,0.185279623,0.437308446,0.185329278,5
Southeast,rsva,2019_W07,0.063576873,0.023194627,0.063599827,0.173754333,0.063648878,4
Southwest,rsva,2019_W07,0.067885832,0.024309869,0.068006303,0.187542454,0.068251666,4
Ballard,rsva,2019_W08,0.335211355,0.159836577,0.335207549,0.702576468,0.33521055,5
Central,rsva,2019_W08,0.161999141,0.070609223,0.162079248,0.370375983,0.162246178,4
Delridge Neighborhoods,rsva,2019_W08,0.225272424,0.08419211,0.225229944,0.602842503,0.225154465,5
Downtown,rsva,2019_W08,0.475702162,0.22816937,0.475663924,0.99154896,0.475602181,5
East,rsva,2019_W08,0.185053442,0.082752841,0.185035551,0.413735674,0.185006238,5
Greater Duwamish,rsva,2019_W08,0.196427196,0.081749857,0.196563191,0.469786207,0.196843864,5
Lake Union,rsva,2019_W08,0.472156428,0.230986521,0.472102034,0.965113137,0.472007181,5
Magnolia/Queen Anne,rsva,2019_W08,0.303982085,0.144486982,0.303942354,0.639566628,0.30387228,5
NA,rsva,2019_W08,5.12E-05,1.64E-24,5.04E-05,1.68025E+15,4.87E-05,1
North,rsva,2019_W08,0.134938173,0.06273739,0.135027424,0.288967385,0.135211627,4
Northeast,rsva,2019_W08,0.140572799,0.066723835,0.140609403,0.295527521,0.140687514,4
Northwest,rsva,2019_W08,0.267227445,0.117072128,0.267244459,0.609292265,0.267288049,5
Southeast,rsva,2019_W08,0.111395507,0.044858316,0.111422269,0.276025218,0.111480455,4
Southwest,rsva,2019_W08,0.090515863,0.033821986,0.090670955,0.239740512,0.090987053,4
Ballard,rsva,2019_W09,0.559527371,0.273146459,0.559461486,1.14616045,0.559346307,5
Central,rsva,2019_W09,0.189168787,0.083266441,0.189287129,0.427955315,0.189532238,5
Delridge Neighborhoods,rsva,2019_W09,0.295823737,0.115169315,0.295827582,0.759137345,0.295847637,5
Downtown,rsva,2019_W09,0.570144178,0.275539019,0.570102003,1.179438262,0.570035156,5
East,rsva,2019_W09,0.226753401,0.103228181,0.226838664,0.496696712,0.227017793,5
Greater Duwamish,rsva,2019_W09,0.255071132,0.108456412,0.255289448,0.596581783,0.255738541,5
Lake Union,rsva,2019_W09,0.599571078,0.29602093,0.599515935,1.214226925,0.599423272,5
Magnolia/Queen Anne,rsva,2019_W09,0.428593581,0.207384473,0.428538695,0.885797815,0.428441783,5
NA,rsva,2019_W09,5.69E-05,1.57E-23,5.60E-05,2.14704E+14,5.44E-05,1
North,rsva,2019_W09,0.210051806,0.10059036,0.210081472,0.437989389,0.210147927,5
Northeast,rsva,2019_W09,0.212700043,0.103445034,0.212709872,0.436945593,0.21273634,5
Northwest,rsva,2019_W09,0.367340344,0.164957942,0.367349724,0.817303406,0.367381049,5
Southeast,rsva,2019_W09,0.187752969,0.08091269,0.187782167,0.434956581,0.187847583,5
Southwest,rsva,2019_W09,0.131924916,0.051845532,0.132066865,0.333413277,0.132358033,4
Ballard,rsva,2019_W10,0.671686991,0.33065855,0.671620581,1.364301739,0.671507552,5
Central,rsva,2019_W10,0.227755905,0.101811504,0.227864209,0.507783471,0.228090289,5
Delridge Neighborhoods,rsva,2019_W10,0.353408497,0.141338251,0.35349889,0.881682121,0.353694399,5
Downtown,rsva,2019_W10,0.570916827,0.27601436,0.570886266,1.180467027,0.57084281,5
East,rsva,2019_W10,0.287246929,0.13269912,0.287408699,0.619416212,0.287744287,5
Greater Duwamish,rsva,2019_W10,0.334864112,0.145989497,0.335093398,0.764609039,0.335567087,5
Lake Union,rsva,2019_W10,0.561240412,0.276871279,0.5611918,1.137490033,0.561111206,5
Magnolia/Queen Anne,rsva,2019_W10,0.469399892,0.228771886,0.469371608,0.962814336,0.469329335,5
NA,rsva,2019_W10,6.11E-05,9.98E-23,6.06E-05,3.78477E+13,5.96E-05,1
North,rsva,2019_W10,0.302700198,0.147752107,0.302681753,0.619944919,0.302654247,5
Northeast,rsva,2019_W10,0.289687762,0.143186985,0.28968671,0.58571347,0.289693457,5
Northwest,rsva,2019_W10,0.459403191,0.209341281,0.459373399,1.007804529,0.459329074,5
Southeast,rsva,2019_W10,0.290554712,0.1308831,0.290562688,0.644448309,0.290588677,5
Southwest,rsva,2019_W10,0.194388959,0.080161448,0.194447403,0.470218984,0.19457281,5
Ballard,rsva,2019_W11,0.589817356,0.289813382,0.589778238,1.200034703,0.589717718,5
Central,rsva,2019_W11,0.275153452,0.12513074,0.275202469,0.604008827,0.275310542,5
Delridge Neighborhoods,rsva,2019_W11,0.401657192,0.163746483,0.401770995,0.982875087,0.40201503,5
Downtown,rsva,2019_W11,0.476086201,0.228689467,0.476101938,0.990270326,0.476148617,5
East,rsva,2019_W11,0.378656807,0.178492155,0.378790725,0.801166241,0.379072331,5
Greater Duwamish,rsva,2019_W11,0.448718316,0.201029391,0.448811133,0.99970081,0.449012991,5
Lake Union,rsva,2019_W11,0.390361165,0.190274557,0.39038918,0.800007022,0.390457454,5
Magnolia/Queen Anne,rsva,2019_W11,0.425760221,0.207105716,0.425787883,0.874369296,0.425856528,5
NA,rsva,2019_W11,6.34E-05,4.04E-22,6.33E-05,9.62446E+12,6.34E-05,1
North,rsva,2019_W11,0.360228211,0.177657168,0.360218475,0.730056785,0.360209949,5
Northeast,rsva,2019_W11,0.351452144,0.175379253,0.351443441,0.703942804,0.351436522,5
Northwest,rsva,2019_W11,0.492163077,0.225151244,0.492094039,1.075895551,0.491971963,5
Southeast,rsva,2019_W11,0.396061861,0.183099313,0.396028111,0.856519401,0.395973604,5
Southwest,rsva,2019_W11,0.265761111,0.113364937,0.265721138,0.623054584,0.265651267,5
Ballard,rsva,2019_W12,0.431791553,0.209501439,0.431814042,0.889094848,0.431872641,5
Central,rsva,2019_W12,0.322709838,0.148536774,0.322712458,0.700586524,0.322728672,5
Delridge Neighborhoods,rsva,2019_W12,0.441342983,0.182226422,0.441439093,1.066751602,0.441648891,5
Downtown,rsva,2019_W12,0.375678152,0.178324557,0.375730005,0.790300091,0.375846316,5
East,rsva,2019_W12,0.519758408,0.249623605,0.519773118,1.081328018,0.519819062,5
Greater Duwamish,rsva,2019_W12,0.582214838,0.265220292,0.582156853,1.277869514,0.582060249,5
Lake Union,rsva,2019_W12,0.257062145,0.12252893,0.257142163,0.538015051,0.257311481,5
Magnolia/Queen Anne,rsva,2019_W12,0.380899019,0.184309907,0.380926866,0.786332438,0.380994735,5
NA,rsva,2019_W12,6.43E-05,1.03E-21,6.48E-05,3.74629E+12,6.58E-05,1
North,rsva,2019_W12,0.389707651,0.192998668,0.389716799,0.786298612,0.389746877,5
Northeast,rsva,2019_W12,0.391214276,0.19599378,0.391197565,0.780575847,0.391175697,5
Northwest,rsva,2019_W12,0.441049255,0.200700157,0.440997485,0.969160124,0.440908491,5
Southeast,rsva,2019_W12,0.461429293,0.215970429,0.461394411,0.985588829,0.461339515,5
Southwest,rsva,2019_W12,0.309001806,0.134435343,0.308969981,0.710108192,0.308917439,5
Ballard,rsva,2019_W13,0.290609733,0.13789066,0.290694794,0.611061481,0.290875319,5
Central,rsva,2019_W13,0.366320889,0.169705124,0.366283453,0.790620455,0.366220533,5
Delridge Neighborhoods,rsva,2019_W13,0.475079637,0.197537196,0.475115509,1.141173431,0.475205641,5
Downtown,rsva,2019_W13,0.294457681,0.137757586,0.294524032,0.628182377,0.294667122,5
East,rsva,2019_W13,0.668414855,0.323488393,0.668331404,1.381164368,0.668184545,5
Greater Duwamish,rsva,2019_W13,0.663845289,0.30400036,0.663734252,1.449944681,0.663533308,5
Lake Union,rsva,2019_W13,0.175057901,0.081328852,0.175147604,0.375477125,0.175334538,4
Magnolia/Queen Anne,rsva,2019_W13,0.327586297,0.157297348,0.327610153,0.681495268,0.327668542,5
NA,rsva,2019_W13,6.42E-05,1.61E-21,6.50E-05,2.31527E+12,6.66E-05,1
North,rsva,2019_W13,0.411497297,0.203959735,0.411480177,0.829870978,0.411458228,5
Northeast,rsva,2019_W13,0.378773217,0.189666879,0.378778901,0.755885189,0.378801545,5
Northwest,rsva,2019_W13,0.352274138,0.157909816,0.352259712,0.785472796,0.352242957,5
Southeast,rsva,2019_W13,0.468823991,0.220188545,0.468826274,0.997498476,0.468845984,5
Southwest,rsva,2019_W13,0.33085296,0.145344781,0.330859813,0.752475688,0.330885208,5
Ballard,rsva,2019_W14,0.204114008,0.094273075,0.204206494,0.440516224,0.204399859,5
Central,rsva,2019_W14,0.378663416,0.175473633,0.378626603,0.817001166,0.378565239,5
Delridge Neighborhoods,rsva,2019_W14,0.490900258,0.203888684,0.490889772,1.181120248,0.490887362,5
Downtown,rsva,2019_W14,0.244678188,0.112740435,0.244714937,0.530201107,0.244797073,5
East,rsva,2019_W14,0.693692534,0.335921654,0.693609606,1.432502759,0.693464523,5
Greater Duwamish,rsva,2019_W14,0.647141672,0.295473138,0.647038337,1.417598147,0.646852451,5
Lake Union,rsva,2019_W14,0.127193824,0.057496426,0.12728352,0.280081048,0.127469345,4
Magnolia/Queen Anne,rsva,2019_W14,0.277983262,0.132062563,0.278003856,0.58449786,0.278054229,5
NA,rsva,2019_W14,6.34E-05,1.55E-21,6.42E-05,2.32192E+12,6.61E-05,1
North,rsva,2019_W14,0.379450199,0.187160646,0.379427787,0.769052865,0.379394305,5
Northeast,rsva,2019_W14,0.35576228,0.177442212,0.355755784,0.712902575,0.35575337,5
Northwest,rsva,2019_W14,0.265891292,0.116034296,0.26591498,0.608522161,0.265972132,5
Southeast,rsva,2019_W14,0.463098089,0.216827241,0.463081095,0.988594905,0.463062096,5
Southwest,rsva,2019_W14,0.35145366,0.154771681,0.351463675,0.797349409,0.351495923,5
Ballard,rsva,2019_W15,0.145433505,0.065050628,0.145507658,0.323990514,0.145662506,4
Central,rsva,2019_W15,0.342591943,0.157425588,0.342573084,0.745249654,0.342546561,5
Delridge Neighborhoods,rsva,2019_W15,0.463286291,0.189988627,0.463238036,1.129448322,0.463158825,5
Downtown,rsva,2019_W15,0.194930073,0.08788882,0.194945269,0.431835641,0.194982486,5
East,rsva,2019_W15,0.558477906,0.268374799,0.558452806,1.161681247,0.558419952,5
Greater Duwamish,rsva,2019_W15,0.513360464,0.231010692,0.513324033,1.140421948,0.513268449,5
Lake Union,rsva,2019_W15,0.099880715,0.044024132,0.099948276,0.225591768,0.100088568,4
Magnolia/Queen Anne,rsva,2019_W15,0.227760946,0.106515425,0.227769692,0.486575982,0.227794758,5
NA,rsva,2019_W15,6.10E-05,9.09E-22,6.17E-05,3.71855E+12,6.32E-05,1
North,rsva,2019_W15,0.300451486,0.145868876,0.300417335,0.618831271,0.300358058,5
Northeast,rsva,2019_W15,0.296551145,0.146163037,0.296525628,0.601571658,0.296483417,5
Northwest,rsva,2019_W15,0.186375317,0.077989284,0.186430841,0.444300235,0.186549587,5
Southeast,rsva,2019_W15,0.406746927,0.187933497,0.40670703,0.88018313,0.406640507,5
Southwest,rsva,2019_W15,0.349244423,0.15287407,0.349225224,0.797494961,0.349198898,5
Ballard,rsva,2019_W16,0.099550275,0.042864518,0.09959746,0.230415301,0.099696426,4
Central,rsva,2019_W16,0.268501419,0.120996373,0.26847829,0.595676501,0.268440957,5
Delridge Neighborhoods,rsva,2019_W16,0.373632221,0.148940921,0.373558815,0.937519989,0.373426134,5
Downtown,rsva,2019_W16,0.142358077,0.062221011,0.142349626,0.325566154,0.142337681,4
East,rsva,2019_W16,0.372811118,0.175497844,0.372844156,0.791028914,0.372922388,5
Greater Duwamish,rsva,2019_W16,0.33752835,0.147144437,0.33758722,0.772902652,0.337717034,5
