PUMA5CE,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
11605,vic,2018_W49,0.000566444,8.64E-05,0.000566997,0.003686733,0.000568162,2
11606,vic,2018_W49,0.003633753,0.000322239,0.003634227,0.040855852,0.003635568,3
11607,vic,2018_W49,0.005522598,0.000866236,0.005523188,0.035128258,0.005524822,3
11608,vic,2018_W49,0.004348561,0.000455757,0.004349261,0.041368793,0.004351101,3
11609,vic,2018_W49,0.000585545,4.01E-05,0.000586705,0.008442604,0.000589128,2
11610,vic,2018_W49,0.007771152,0.001224791,0.007771661,0.049205849,0.007773311,4
11611,vic,2018_W49,0.01416316,0.002705191,0.014162819,0.074049674,0.014163146,4
11612,vic,2018_W49,0.004566675,0.000494328,0.004568032,0.042032414,0.004571219,3
11613,vic,2018_W49,0.001050346,9.90E-06,0.001050488,0.110906423,0.00105099,2
11614,vic,2018_W49,0.008781004,0.000761007,0.008780731,0.101112246,0.008781108,4
11615,vic,2018_W49,2.86E-05,2.50E-08,2.87E-05,0.032055613,2.88E-05,1
11616,vic,2018_W49,2.22E-07,7.43E-12,2.23E-07,0.006500115,2.24E-07,1
11601,vic,2018_W50,0.00459975,0.001167897,0.004600119,0.018085341,0.004601134,3
11602,vic,2018_W50,0.001663131,0.000369042,0.001663734,0.007469772,0.00166506,2
11603,vic,2018_W50,0.003289069,0.000791788,0.003289469,0.01363575,0.003290477,3
11604,vic,2018_W50,0.003190043,0.000777254,0.003190589,0.013063433,0.003191886,3
11605,vic,2018_W50,0.000772499,0.000128473,0.00077312,0.00461679,0.000774438,2
11606,vic,2018_W50,0.004407011,0.000454085,0.004407444,0.042659007,0.004408753,3
11607,vic,2018_W50,0.006632289,0.001164146,0.006632796,0.037708864,0.00663432,3
11608,vic,2018_W50,0.005313721,0.000637512,0.005314373,0.044174375,0.005316178,3
11609,vic,2018_W50,0.000845671,6.65E-05,0.000847156,0.010629284,0.000850264,2
11610,vic,2018_W50,0.009215046,0.001615132,0.00921544,0.052479758,0.00921693,4
11611,vic,2018_W50,0.011379849,0.002171488,0.011379565,0.059554981,0.011379807,4
11612,vic,2018_W50,0.005727151,0.000705326,0.00572851,0.046353527,0.005731779,3
11613,vic,2018_W50,0.001283672,1.64E-05,0.001283806,0.099854737,0.001284321,2
11614,vic,2018_W50,0.009409884,0.000964072,0.009409594,0.091670355,0.009409935,4
11615,vic,2018_W50,4.38E-05,5.38E-08,4.39E-05,0.035031353,4.41E-05,1
11616,vic,2018_W50,4.26E-07,2.10E-11,4.27E-07,0.008486822,4.29E-07,1
11601,vic,2018_W51,0.005672051,0.001490596,0.005672339,0.021551006,0.005673245,3
11602,vic,2018_W51,0.002222956,0.000512766,0.002223553,0.009609807,0.002224897,2
11603,vic,2018_W51,0.004122085,0.0010304,0.004122421,0.01646194,0.004123346,3
11604,vic,2018_W51,0.004062851,0.00102775,0.004063334,0.016030335,0.004064547,3
11605,vic,2018_W51,0.001051382,0.000189201,0.001052078,0.005811992,0.001053564,2
11606,vic,2018_W51,0.005334016,0.000633579,0.005334397,0.04480114,0.005335658,3
11607,vic,2018_W51,0.007948856,0.001548406,0.007949281,0.040732936,0.007950701,4
11608,vic,2018_W51,0.006480007,0.000883033,0.006480598,0.047441862,0.006482351,3
11609,vic,2018_W51,0.001218888,0.00010949,0.001220778,0.013423664,0.00122474,2
11610,vic,2018_W51,0.010905126,0.002107044,0.010905411,0.056347104,0.010906763,4
11611,vic,2018_W51,0.009125027,0.001594453,0.009124781,0.052146935,0.009124975,4
11612,vic,2018_W51,0.007168009,0.000997,0.007169349,0.051388632,0.007172671,4
11613,vic,2018_W51,0.001565659,2.70E-05,0.001565779,0.090485792,0.001566296,2
11614,vic,2018_W51,0.010063419,0.001199727,0.010063113,0.08426307,0.010063422,4
11615,vic,2018_W51,6.71E-05,1.15E-07,6.72E-05,0.038332189,6.75E-05,1
11616,vic,2018_W51,8.16E-07,5.89E-11,8.17E-07,0.011077906,8.20E-07,1
11601,vic,2018_W52,0.006966559,0.001882446,0.006966785,0.025746386,0.006967635,4
11602,vic,2018_W52,0.002959436,0.000704996,0.00296003,0.012393069,0.002961411,3
11603,vic,2018_W52,0.005145552,0.001326725,0.005145838,0.019925582,0.005146715,3
11604,vic,2018_W52,0.005153913,0.001344519,0.005154345,0.019722967,0.005155513,3
11605,vic,2018_W52,0.001425263,0.000275759,0.001426036,0.007333372,0.0014277,2
11606,vic,2018_W52,0.006430381,0.000873687,0.006430702,0.047228443,0.006431906,3
11607,vic,2018_W52,0.00948894,0.002035549,0.009489284,0.044162611,0.009490611,4
11608,vic,2018_W52,0.00787095,0.00120914,0.00787147,0.051129765,0.007873159,4
11609,vic,2018_W52,0.001749841,0.000178793,0.001752222,0.01696177,0.001757223,2
11610,vic,2018_W52,0.012853922,0.002715693,0.012854107,0.060748874,0.012855345,4
11611,vic,2018_W52,0.007287924,0.001082167,0.007287713,0.049003368,0.007287888,4
11612,vic,2018_W52,0.008935742,0.001394046,0.00893704,0.057134099,0.008940382,4
11613,vic,2018_W52,0.001902011,4.37E-05,0.00190211,0.082453225,0.001902622,2
11614,vic,2018_W52,0.010719603,0.001460941,0.010719286,0.07852438,0.010719572,4
11615,vic,2018_W52,0.000102204,2.45E-07,0.000102393,0.041914773,0.000102803,1
11616,vic,2018_W52,1.55E-06,1.65E-10,1.56E-06,0.014426085,1.56E-06,1
11601,vic,2019_W01,0.008485511,0.002345844,0.008485702,0.030654349,0.008486558,4
11602,vic,2019_W01,0.003907249,0.000956277,0.003907846,0.015930615,0.003909284,3
11603,vic,2019_W01,0.006369829,0.00168537,0.006370082,0.024040114,0.006370958,3
11604,vic,2019_W01,0.006483728,0.001735261,0.006484126,0.024188774,0.006485296,3
11605,vic,2019_W01,0.001916071,0.000396325,0.001916925,0.009227267,0.001918781,2
11606,vic,2019_W01,0.007687782,0.001185186,0.007688073,0.04977153,0.007689284,4
11607,vic,2019_W01,0.011233445,0.002634018,0.011233755,0.047837027,0.011235086,4
11608,vic,2019_W01,0.009481218,0.001629564,0.009481702,0.055059692,0.009483402,4
11609,vic,2019_W01,0.002491242,0.000288293,0.002494219,0.021343732,0.002500481,2
11610,vic,2019_W01,0.015025263,0.003443995,0.015025405,0.06545965,0.015026648,4
11611,vic,2019_W01,0.005772386,0.000687345,0.005772207,0.048391157,0.005772377,3
11612,vic,2019_W01,0.011047011,0.001919987,0.011048299,0.063418289,0.011051737,4
11613,vic,2019_W01,0.002291453,6.95E-05,0.002291541,0.075345119,0.002292066,2
11614,vic,2019_W01,0.011323834,0.001728858,0.011323528,0.074053637,0.011323833,4
11615,vic,2019_W01,0.000154458,5.16E-07,0.000154715,0.04560752,0.000155275,1
11616,vic,2019_W01,2.94E-06,4.56E-10,2.94E-06,0.018659966,2.95E-06,1
11601,vic,2019_W02,0.010254708,0.002889566,0.010254869,0.036347383,0.010255755,4
11602,vic,2019_W02,0.005118259,0.001281804,0.005118847,0.020398451,0.005120334,3
11603,vic,2019_W02,0.007823637,0.002115753,0.00782386,0.028891135,0.007824751,4
11604,vic,2019_W02,0.008092783,0.002213142,0.008093146,0.029550422,0.00809433,4
11605,vic,2019_W02,0.002555725,0.000562294,0.002556651,0.011576915,0.002558685,2
11606,vic,2019_W02,0.009119087,0.001581281,0.009119357,0.052495944,0.009120593,4
11607,vic,2019_W02,0.01319455,0.003356299,0.013194845,0.051800106,0.013196221,4
11608,vic,2019_W02,0.011331589,0.002161718,0.011332046,0.059296226,0.011333778,4
11609,vic,2019_W02,0.003519003,0.00045936,0.003522664,0.026753246,0.003530383,3
11610,vic,2019_W02,0.017425833,0.004299268,0.017425957,0.07053741,0.017427261,5
11611,vic,2019_W02,0.004536207,0.000415043,0.004536053,0.049479514,0.004536211,3
11612,vic,2019_W02,0.013550173,0.002605564,0.013551445,0.070324446,0.013554977,4
11613,vic,2019_W02,0.002739022,0.000108021,0.0027391,0.069235284,0.002739641,3
11614,vic,2019_W02,0.011868441,0.001982948,0.011868157,0.07092891,0.011868504,4
11615,vic,2019_W02,0.0002316,1.07E-06,0.000231946,0.049418062,0.0002327,1
11616,vic,2019_W02,5.52E-06,1.25E-09,5.52E-06,0.02398394,5.54E-06,1
11601,vic,2019_W03,0.012298569,0.003521929,0.012298686,0.042895235,0.012299586,4
11602,vic,2019_W03,0.00665371,0.001699601,0.006654258,0.026004028,0.006655753,3
11603,vic,2019_W03,0.009536207,0.002627445,0.009536384,0.03456696,0.009537271,4
11604,vic,2019_W03,0.010024348,0.00279226,0.010024655,0.035939757,0.010025826,4
11605,vic,2019_W03,0.003383008,0.000787955,0.003383969,0.014482463,0.00338612,3
11606,vic,2019_W03,0.010734646,0.002073148,0.010734871,0.055493387,0.010736088,4
11607,vic,2019_W03,0.015380259,0.00421002,0.015380514,0.056116221,0.015381889,4
11608,vic,2019_W03,0.013440267,0.00282105,0.013440662,0.063931387,0.013442362,4
11609,vic,2019_W03,0.004932991,0.000723467,0.004937365,0.033412296,0.004946623,3
11610,vic,2019_W03,0.020056262,0.005281731,0.020056346,0.076064788,0.02005767,5
11611,vic,2019_W03,0.003537667,0.000241127,0.003537533,0.051786145,0.003537675,3
11612,vic,2019_W03,0.01649419,0.003483083,0.016495373,0.077966398,0.016498864,4
11613,vic,2019_W03,0.003249127,0.000163984,0.003249186,0.064194955,0.003249724,3
11614,vic,2019_W03,0.012344666,0.002197482,0.012344398,0.069246905,0.01234478,4
11615,vic,2019_W03,0.00034463,2.20E-06,0.000345085,0.053358989,0.000346081,1
11616,vic,2019_W03,1.03E-05,3.39E-09,1.03E-05,0.030639493,1.03E-05,1
11601,vic,2019_W04,0.014619495,0.00424436,0.014619542,0.050298366,0.014620415,4
11602,vic,2019_W04,0.008573497,0.002227558,0.008573964,0.032947383,0.008575402,4
11603,vic,2019_W04,0.011520988,0.003225261,0.011521094,0.041104277,0.011521939,4
11604,vic,2019_W04,0.012307207,0.0034824,0.012307425,0.043440655,0.012308535,4
11605,vic,2019_W04,0.004438526,0.00108927,0.004439463,0.01804162,0.004441621,3
11606,vic,2019_W04,0.012524804,0.002663221,0.01252494,0.058815747,0.01252605,4
11607,vic,2019_W04,0.017769789,0.005187441,0.017769953,0.06079952,0.017771226,5
11608,vic,2019_W04,0.015800712,0.003612738,0.015800983,0.06900642,0.015802534,4
11609,vic,2019_W04,0.006854073,0.0011245,0.00685909,0.041539253,0.006869762,3
11610,vic,2019_W04,0.022879805,0.00637256,0.0228798,0.082050955,0.022881051,5
11611,vic,2019_W04,0.002734569,0.000135749,0.002734455,0.054947787,0.00273458,3
11612,vic,2019_W04,0.0199005,0.004576746,0.01990147,0.086391235,0.019904687,5
11613,vic,2019_W04,0.003820197,0.000241657,0.003820218,0.060236836,0.003820715,3
11614,vic,2019_W04,0.012726579,0.002342803,0.012726314,0.069034472,0.01272671,4
11615,vic,2019_W04,0.000508295,4.45E-06,0.000508877,0.057379001,0.000510156,2
11616,vic,2019_W04,1.90E-05,9.12E-09,1.90E-05,0.038859523,1.90E-05,1
11601,vic,2019_W05,0.017245892,0.005064911,0.017245812,0.058657602,0.017246561,5
11602,vic,2019_W05,0.010963128,0.002890313,0.010963446,0.041526488,0.010964714,4
11603,vic,2019_W05,0.013812726,0.003919286,0.01381271,0.04862441,0.013813431,4
11604,vic,2019_W05,0.014994638,0.004299736,0.014994707,0.052230374,0.014995653,4
11605,vic,2019_W05,0.005778958,0.001487156,0.005779764,0.022411334,0.005781724,3
11606,vic,2019_W05,0.014502046,0.003349586,0.014502006,0.062703551,0.014502843,4
11607,vic,2019_W05,0.020374202,0.006278752,0.020374166,0.066042688,0.020375128,5
11608,vic,2019_W05,0.018434266,0.004538702,0.018434295,0.074775571,0.018435467,5
11609,vic,2019_W05,0.009450693,0.001726286,0.009456032,0.051496662,0.009467502,4
11610,vic,2019_W05,0.025901739,0.007552309,0.02590154,0.0887375,0.025902518,5
11611,vic,2019_W05,0.002097671,7.46E-05,0.002097575,0.058830084,0.002097682,2
11612,vic,2019_W05,0.023827146,0.005911468,0.023827675,0.095905076,0.023830171,5
11613,vic,2019_W05,0.004457396,0.000344273,0.004457343,0.057579862,0.004457731,3
11614,vic,2019_W05,0.013020255,0.002400962,0.013019968,0.07050752,0.013020343,4
11615,vic,2019_W05,0.000743971,8.90E-06,0.000744676,0.061580264,0.000746242,2
11616,vic,2019_W05,3.47E-05,2.43E-08,3.47E-05,0.048994797,3.48E-05,1
11601,vic,2019_W06,0.020064555,0.005948258,0.020064324,0.067610526,0.020064913,5
11602,vic,2019_W06,0.013826406,0.003690077,0.013826527,0.051741347,0.013827558,4
11603,vic,2019_W06,0.016332753,0.004685922,0.016332595,0.056865816,0.016333159,4
11604,vic,2019_W06,0.018017737,0.005223853,0.018017626,0.062077294,0.018018366,5
11605,vic,2019_W06,0.007420793,0.001992036,0.007421373,0.027598978,0.007422961,4
11606,vic,2019_W06,0.016560671,0.00408947,0.016560444,0.066983265,0.016560989,4
11607,vic,2019_W06,0.023039635,0.007408475,0.023039382,0.071581083,0.023040001,5
11608,vic,2019_W06,0.021211486,0.005548854,0.021211251,0.08099032,0.021212006,5
11609,vic,2019_W06,0.012851994,0.002598758,0.012857169,0.063324274,0.012868487,4
11610,vic,2019_W06,0.028919816,0.008726915,0.028919413,0.095738835,0.028920098,5
11611,vic,2019_W06,0.001587005,3.99E-05,0.001586924,0.06290069,0.001587013,2
11612,vic,2019_W06,0.02813651,0.007447855,0.028136508,0.10616506,0.028138116,5
11613,vic,2019_W06,0.005129423,0.000468151,0.005129292,0.056087031,0.005129559,3
11614,vic,2019_W06,0.01313767,0.002349516,0.013137359,0.073355421,0.013137708,4
11615,vic,2019_W06,0.00107396,1.74E-05,0.001074762,0.065635215,0.001076573,2
11616,vic,2019_W06,6.27E-05,6.36E-08,6.27E-05,0.061050072,6.29E-05,1
11601,vic,2019_W07,0.022909425,0.006840792,0.022909044,0.076644719,0.022909473,5
11602,vic,2019_W07,0.017113291,0.004612992,0.017113192,0.06341294,0.017113961,5
11603,vic,2019_W07,0.018953053,0.005485058,0.018952752,0.06542189,0.018953161,5
11604,vic,2019_W07,0.021247222,0.006214335,0.021246925,0.072569677,0.021247457,5
11605,vic,2019_W07,0.009351707,0.002603991,0.009351996,0.033539778,0.009353091,4
11606,vic,2019_W07,0.018559574,0.004811125,0.018559207,0.071515657,0.018559549,5
11607,vic,2019_W07,0.025569341,0.008467454,0.025568913,0.077141433,0.025569274,5
11608,vic,2019_W07,0.023953166,0.00655663,0.02395272,0.087412918,0.023953163,5
11609,vic,2019_W07,0.017152199,0.00381315,0.01715657,0.076938526,0.017166484,5
11610,vic,2019_W07,0.031688572,0.009772725,0.031688006,0.102651599,0.031688476,5
11611,vic,2019_W07,0.001178317,2.08E-05,0.00117825,0.066626319,0.001178321,2
11612,vic,2019_W07,0.032606829,0.009093092,0.032606344,0.116797692,0.032607167,5
11613,vic,2019_W07,0.005792931,0.000600275,0.005792742,0.055798813,0.005792928,3
11614,vic,2019_W07,0.01300945,0.002187342,0.013009112,0.077260229,0.013009433,4
11615,vic,2019_W07,0.001521469,3.32E-05,0.001522305,0.069246577,0.001524241,2
11616,vic,2019_W07,0.000111096,1.63E-07,0.000111173,0.074835135,0.00011136,1
11601,vic,2019_W08,0.025616476,0.007687295,0.025615946,0.085278035,0.025616212,5
11602,vic,2019_W08,0.020743758,0.00563515,0.020743423,0.076276504,0.020743918,5
11603,vic,2019_W08,0.021538618,0.006272406,0.021538175,0.073885846,0.021538432,5
11604,vic,2019_W08,0.024537137,0.007223443,0.024536653,0.083265583,0.024536976,5
11605,vic,2019_W08,0.011541197,0.003313746,0.011541156,0.040150921,0.011541695,4
11606,vic,2019_W08,0.020369497,0.005431263,0.020369038,0.076311365,0.020369278,5
11607,vic,2019_W08,0.027790362,0.009343427,0.027789797,0.082584481,0.027789969,5
11608,vic,2019_W08,0.026489963,0.007459442,0.026489375,0.093973784,0.026489642,5
11609,vic,2019_W08,0.022417725,0.005435089,0.022420495,0.092281612,0.022427435,5
11610,vic,2019_W08,0.034004028,0.010574002,0.034003321,0.109246548,0.034003614,5
11611,vic,2019_W08,0.00085678,1.05E-05,0.000856725,0.069610557,0.000856778,2
11612,vic,2019_W08,0.037005518,0.010718489,0.037004675,0.127632812,0.037004959,5
11613,vic,2019_W08,0.006406942,0.00071918,0.006406724,0.056974048,0.006406892,3
11614,vic,2019_W08,0.012615992,0.001938486,0.012615613,0.081980223,0.012615869,4
11615,vic,2019_W08,0.002110871,6.13E-05,0.002111614,0.07231463,0.002113433,2
11616,vic,2019_W08,0.000192846,4.09E-07,0.000192952,0.090086113,0.000193217,1
11601,vic,2019_W09,0.027887725,0.008390949,0.027887068,0.092596586,0.027887195,5
11602,vic,2019_W09,0.024481537,0.006687854,0.024480985,0.089521982,0.024481247,5
11603,vic,2019_W09,0.023831029,0.006966111,0.023830466,0.081444896,0.023830599,5
11604,vic,2019_W09,0.027588994,0.008156382,0.027588347,0.093228114,0.027588498,5
11605,vic,2019_W09,0.013867496,0.004079871,0.013867165,0.04708919,0.013867233,4
11606,vic,2019_W09,0.021766262,0.005840859,0.021765734,0.081026512,0.02176591,5
11607,vic,2019_W09,0.029408281,0.009888233,0.029407584,0.087386622,0.029407568,5
11608,vic,2019_W09,0.028523007,0.008113427,0.028522328,0.100171576,0.028522511,5
11609,vic,2019_W09,0.028526873,0.007470042,0.028527475,0.108793162,0.028530331,5
11610,vic,2019_W09,0.035526044,0.010984514,0.03552518,0.114790368,0.035525243,5
11611,vic,2019_W09,0.000606553,5.15E-06,0.000606509,0.071201145,0.000606544,2
11612,vic,2019_W09,0.040889553,0.012110835,0.04088854,0.137919992,0.040888653,5
11613,vic,2019_W09,0.006899131,0.000796206,0.006898904,0.059674077,0.006899091,3
11614,vic,2019_W09,0.011911734,0.001631681,0.011911295,0.086818922,0.011911435,4
11615,vic,2019_W09,0.002851362,0.000108667,0.00285184,0.074525039,0.002853204,3
11616,vic,2019_W09,0.000325923,9.95E-07,0.000326055,0.105938066,0.000326402,1
11601,vic,2019_W10,0.029279756,0.008811786,0.029279013,0.097197567,0.029279037,5
11602,vic,2019_W10,0.027864919,0.007639057,0.027864207,0.101536831,0.027864332,5
11603,vic,2019_W10,0.025428765,0.007442381,0.025428119,0.086798453,0.025428171,5
11604,vic,2019_W10,0.029916584,0.008862122,0.029915825,0.100893778,0.02991587,5
11605,vic,2019_W10,0.016069572,0.004812747,0.016069078,0.053605704,0.016068921,4
11606,vic,2019_W10,0.022431156,0.005924831,0.022430485,0.084834158,0.022430428,5
11607,vic,2019_W10,0.030013705,0.009940376,0.030012803,0.090546166,0.030012421,5
11608,vic,2019_W10,0.029619525,0.008352771,0.029618696,0.10492777,0.02961865,5
11609,vic,2019_W10,0.035009026,0.009789859,0.035007644,0.125075472,0.035006791,5
11610,vic,2019_W10,0.03579519,0.010852424,0.035794087,0.117956806,0.035793713,5
11611,vic,2019_W10,0.000414127,2.42E-06,0.000414093,0.070535991,0.000414116,1
11612,vic,2019_W10,0.043573142,0.012981854,0.043572034,0.146110543,0.043572085,5
11613,vic,2019_W10,0.007164765,0.000805217,0.00716449,0.063637855,0.007164615,4
11614,vic,2019_W10,0.01084658,0.00129709,0.010846087,0.090548628,0.010846091,4
11615,vic,2019_W10,0.003714565,0.000182599,0.003714639,0.075347326,0.003715271,3
11616,vic,2019_W10,0.000531232,2.32E-06,0.000531375,0.120634975,0.000531787,2
11601,vic,2019_W11,0.029420093,0.008834669,0.02941929,0.097878186,0.029419204,5
11602,vic,2019_W11,0.030353142,0.008335086,0.030352329,0.110420221,0.030352388,5
11603,vic,2019_W11,0.025967279,0.007590599,0.025966578,0.088746974,0.025966548,5
11604,vic,2019_W11,0.031046702,0.009195287,0.031045871,0.104724184,0.031045834,5
11605,vic,2019_W11,0.017820978,0.005397799,0.017820444,0.058782012,0.017820288,5
11606,vic,2019_W11,0.022123095,0.005629563,0.022122142,0.086851524,0.022121534,5
11607,vic,2019_W11,0.029316157,0.009424236,0.029314927,0.091120979,0.029313891,5
11608,vic,2019_W11,0.029436912,0.00807977,0.029435763,0.107143559,0.029435099,5
11609,vic,2019_W11,0.041117873,0.012121863,0.04111542,0.13936392,0.041112657,5
11610,vic,2019_W11,0.034516492,0.010124639,0.034515054,0.117567455,0.03451399,5
11611,vic,2019_W11,0.000270598,1.09E-06,0.000270574,0.067097155,0.000270589,1
11612,vic,2019_W11,0.044437384,0.013098027,0.044435979,0.150619858,0.044435499,5
11613,vic,2019_W11,0.007120916,0.000739587,0.007120516,0.068441378,0.007120408,4
11614,vic,2019_W11,0.009452299,0.000969859,0.00945179,0.091958498,0.009451697,4
11615,vic,2019_W11,0.004631171,0.000287263,0.004630816,0.074504023,0.004630655,3
11616,vic,2019_W11,0.000828669,5.17E-06,0.000828793,0.132117275,0.000829226,2
11601,vic,2019_W12,0.028105421,0.00840124,0.028104578,0.093935453,0.028104351,5
11602,vic,2019_W12,0.031435489,0.008632804,0.031434615,0.114351649,0.031434613,5
11603,vic,2019_W12,0.025211222,0.00734271,0.02521048,0.08647937,0.025210332,5
11604,vic,2019_W12,0.030633304,0.009052642,0.030632426,0.103561268,0.030632275,5
11605,vic,2019_W12,0.018790047,0.005719243,0.018789514,0.061675569,0.018789409,5
11606,vic,2019_W12,0.020745022,0.004985741,0.020743747,0.086234254,0.020742461,5
11607,vic,2019_W12,0.027225749,0.008379995,0.027224194,0.088386409,0.027222453,5
11608,vic,2019_W12,0.027815402,0.00730345,0.027813847,0.105839105,0.027812328,5
11609,vic,2019_W12,0.045914791,0.014070612,0.045912372,0.149709524,0.045909855,5
11610,vic,2019_W12,0.03164467,0.008869407,0.031642951,0.112806,0.031641234,5
11611,vic,2019_W12,0.000168109,4.62E-07,0.000168093,0.060844014,0.000168104,1
11612,vic,2019_W12,0.043087289,0.012363422,0.043085304,0.150028881,0.043083636,5
11613,vic,2019_W12,0.006728897,0.000616083,0.006728342,0.07336651,0.006727919,3
11614,vic,2019_W12,0.007831709,0.000679799,0.007831251,0.090054044,0.007831156,4
11615,vic,2019_W12,0.005489696,0.000417915,0.005489054,0.071988932,0.005488374,3
11616,vic,2019_W12,0.001229001,1.09E-05,0.001229069,0.138398211,0.001229457,2
11601,vic,2019_W13,0.025429495,0.007548055,0.025428658,0.085592847,0.025428309,5
11602,vic,2019_W13,0.030834433,0.00845645,0.030833524,0.112315882,0.030833421,5
11603,vic,2019_W13,0.02318246,0.006710951,0.023181707,0.080005714,0.023181435,5
11604,vic,2019_W13,0.028627188,0.00842402,0.028626293,0.097191354,0.028626006,5
11605,vic,2019_W13,0.018764057,0.005704243,0.018763483,0.061667513,0.018763293,5
11606,vic,2019_W13,0.018424162,0.0041087,0.018422763,0.082538746,0.018421142,5
11607,vic,2019_W13,0.023948041,0.006970845,0.023946417,0.082210549,0.023944428,5
11608,vic,2019_W13,0.024893682,0.006154853,0.024891917,0.100594952,0.024889871,5
