GEOID,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
53033022803,otherili,2018_W45,0.000324323,3.76E-05,0.000324313,0.002792243,0.000324323,2
53033022901,otherili,2018_W45,0.000432087,6.98E-05,0.000432076,0.002672512,0.000432087,2
53033022902,otherili,2018_W45,0.000185289,1.19E-05,0.000185281,0.00286644,0.000185289,1
53033023000,otherili,2018_W45,0.00078724,0.000142188,0.000787221,0.004352439,0.00078724,2
53033023100,otherili,2018_W45,0.00026399,2.89E-05,0.000263982,0.002409902,0.00026399,2
53033023201,otherili,2018_W45,0.000988504,0.000215529,0.000988483,0.00452792,0.000988504,2
53033023202,otherili,2018_W45,0.000863127,0.000131988,0.000863103,0.005635536,0.000863127,2
53033023300,otherili,2018_W45,0.001579353,0.000213192,0.001579308,0.011680487,0.001579353,3
53033023401,otherili,2018_W45,1.45E-05,3.76E-07,1.45E-05,0.000558122,1.45E-05,1
53033023403,otherili,2018_W45,0.000143421,1.18E-05,0.000143415,0.001736126,0.000143421,1
53033023404,otherili,2018_W45,0.000361832,4.01E-05,0.000361821,0.003255248,0.000361832,2
53033023500,otherili,2018_W45,0.001236179,0.000132203,0.001236139,0.011537488,0.001236179,3
53033023601,otherili,2018_W45,0.000258941,3.66E-05,0.000258934,0.001830538,0.000258941,2
53033023603,otherili,2018_W45,0.001854752,0.000427498,0.001854713,0.008037218,0.001854752,3
53033023604,otherili,2018_W45,0.002083051,0.000281019,0.002082991,0.015414812,0.002083051,3
53033023700,otherili,2018_W45,0.00024552,3.78E-05,0.000245513,0.001591977,0.00024552,2
53033023801,otherili,2018_W45,0.000929536,1.03E-05,0.000929476,0.08358126,0.000929536,2
53033023803,otherili,2018_W45,0.001769848,0.000282386,0.001769802,0.011075505,0.001769848,3
53033023804,otherili,2018_W45,0.000389145,3.68E-05,0.000389132,0.004105925,0.000389145,2
53033023900,otherili,2018_W45,0.000591605,7.75E-05,0.000591588,0.004507819,0.000591605,2
53033024000,otherili,2018_W45,0.00066354,7.08E-05,0.000663518,0.006209758,0.00066354,2
53033024100,otherili,2018_W45,0.001769339,7.58E-05,0.001769259,0.041200686,0.001769339,3
53033024200,otherili,2018_W45,0.000720559,1.09E-05,0.000720515,0.047587888,0.000720559,2
53033024300,otherili,2018_W45,4.48E-05,2.45E-06,4.48E-05,0.00081704,4.48E-05,1
53033024400,otherili,2018_W45,9.65E-05,6.74E-06,9.65E-05,0.001377941,9.65E-05,1
53033024500,otherili,2018_W45,0.000211648,2.39E-05,0.000211642,0.001874024,0.000211648,2
53033024601,otherili,2018_W45,8.77E-05,5.15E-06,8.77E-05,0.001488618,8.77E-05,1
53033024602,otherili,2018_W45,0.0001562,2.77E-05,0.000156196,0.000879185,0.0001562,1
53033024701,otherili,2018_W45,0.000453964,6.14E-05,0.000453951,0.00334817,0.000453964,2
53033024702,otherili,2018_W45,0.000137627,5.00E-06,0.000137621,0.003779486,0.000137627,1
53033024800,otherili,2018_W45,7.29E-05,4.99E-06,7.29E-05,0.001062028,7.29E-05,1
53033024901,otherili,2018_W45,0.000956501,0.000145195,0.000956475,0.006291243,0.000956501,2
53033024902,otherili,2018_W45,0.000260635,2.66E-05,0.000260627,0.002550561,0.000260635,2
53033024903,otherili,2018_W45,0.000194578,1.76E-05,0.000194571,0.002147864,0.000194578,1
53033025001,otherili,2018_W45,0.000230739,2.52E-05,0.000230732,0.002107645,0.000230739,2
53033025003,otherili,2018_W45,2.94E-05,1.66E-06,2.94E-05,0.000520244,2.94E-05,1
53033025005,otherili,2018_W45,0.000470591,7.28E-05,0.000470578,0.003037768,0.000470591,2
53033025006,otherili,2018_W45,0.00074219,0.000108588,0.000742169,0.005064694,0.00074219,2
53033025101,otherili,2018_W45,0.004047882,0.000306547,0.004047732,0.053336416,0.004047882,3
53033025102,otherili,2018_W45,0.001127023,0.000265096,0.001127,0.004785616,0.001127023,2
53033025200,otherili,2018_W45,0.000359263,3.45E-05,0.000359251,0.003730239,0.000359263,2
53033025301,otherili,2018_W45,0.000696753,0.000142753,0.000696737,0.003396245,0.000696753,2
53033025302,otherili,2018_W45,0.000603951,0.000106293,0.000603936,0.003426648,0.000603951,2
53033025400,otherili,2018_W45,3.17E-05,4.75E-07,3.17E-05,0.002102494,3.17E-05,1
53033025500,otherili,2018_W45,0.000382994,6.29E-05,0.000382984,0.002328782,0.000382994,2
53033025601,otherili,2018_W45,0.000107755,1.04E-05,0.000107751,0.001112854,0.000107755,1
53033025602,otherili,2018_W45,0.000662873,9.78E-05,0.000662855,0.004485585,0.000662873,2
53033025701,otherili,2018_W45,3.01E-06,6.19E-08,3.01E-06,0.000146054,3.01E-06,1
53033025702,otherili,2018_W45,6.82E-05,4.04E-06,6.82E-05,0.001147269,6.82E-05,1
53033025803,otherili,2018_W45,0.000414986,1.80E-05,0.000414967,0.009562676,0.000414986,2
53033025804,otherili,2018_W45,0.000305733,4.00E-05,0.000305724,0.002335067,0.000305733,2
53033025805,otherili,2018_W45,0.000127125,1.20E-05,0.00012712,0.001343863,0.000127125,1
53033025806,otherili,2018_W45,6.04E-05,1.60E-06,6.04E-05,0.002262958,6.04E-05,1
53033026001,otherili,2018_W45,0.000487327,0.000190121,0.00048732,0.001248159,0.000487327,2
53033026002,otherili,2018_W45,0.000109006,1.36E-05,0.000109002,0.000874942,0.000109006,1
53033026100,otherili,2018_W45,7.84E-32,7.14E-107,7.82E-32,7.44E+43,7.84E-32,1
53033026200,otherili,2018_W45,0.001193261,0.000254669,0.001193234,0.005583859,0.001193261,2
53033026300,otherili,2018_W45,7.64E-05,4.18E-06,7.64E-05,0.001394708,7.64E-05,1
53033026400,otherili,2018_W45,0.001244711,0.000469634,0.001244693,0.003296282,0.001244711,3
53033026500,otherili,2018_W45,0.001347033,0.000488331,0.001347013,0.003712567,0.001347033,3
53033026600,otherili,2018_W45,0.000130139,1.92E-05,0.000130136,0.000879649,0.000130139,1
53033026700,otherili,2018_W45,0.000232972,3.05E-05,0.000232966,0.001779046,0.000232972,2
53033026801,otherili,2018_W45,9.34E-05,1.06E-06,9.34E-05,0.008220104,9.34E-05,1
53033026802,otherili,2018_W45,0.000488939,6.21E-05,0.000488924,0.00384487,0.000488939,2
53033027000,otherili,2018_W45,0.00016661,1.79E-05,0.000166605,0.001546497,0.00016661,1
53033027100,otherili,2018_W45,2.45E-05,9.67E-07,2.45E-05,0.00061711,2.45E-05,1
53033027200,otherili,2018_W45,6.10E-06,9.37E-09,6.10E-06,0.003947842,6.10E-06,1
53033027300,otherili,2018_W45,0.000203384,1.55E-05,0.000203376,0.002669155,0.000203384,1
53033027400,otherili,2018_W45,0.000238722,1.54E-05,0.000238712,0.003693923,0.000238722,2
53033027500,otherili,2018_W45,0.00065779,0.000115852,0.000657774,0.00372942,0.00065779,2
53033027600,otherili,2018_W45,0.000192704,1.05E-05,0.000192696,0.003520523,0.000192704,1
53033027701,otherili,2018_W45,0.000156877,2.89E-05,0.000156873,0.000851148,0.000156877,1
53033027702,otherili,2018_W45,0.000275693,5.77E-05,0.000275687,0.001316435,0.000275693,2
53033027800,otherili,2018_W45,0.000692888,8.13E-05,0.000692867,0.005893783,0.000692888,2
53033027900,otherili,2018_W45,0.000138907,1.06E-05,0.000138902,0.001814571,0.000138907,1
53033028000,otherili,2018_W45,0.001142148,0.000196865,0.001142119,0.006616645,0.001142148,2
53033028100,otherili,2018_W45,1.13E-05,1.74E-08,1.13E-05,0.007336345,1.13E-05,1
53033028200,otherili,2018_W45,0.000398668,1.67E-05,0.00039865,0.009494647,0.000398668,2
53033028300,otherili,2018_W45,0.003220069,0.000584694,0.00321999,0.017708549,0.003220069,3
53033028402,otherili,2018_W45,0.003263183,0.000519878,0.003263097,0.020451047,0.003263183,3
53033028403,otherili,2018_W45,1.33E-05,1.94E-07,1.33E-05,0.00091628,1.33E-05,1
53033028500,otherili,2018_W45,0.001752553,0.000370154,0.001752514,0.008286973,0.001752553,3
53033028600,otherili,2018_W45,0.000433978,4.58E-05,0.000433964,0.004099999,0.000433978,2
53033028700,otherili,2018_W45,0.000654665,7.48E-05,0.000654645,0.005722491,0.000654665,2
53033028801,otherili,2018_W45,0.00414998,0.000752739,0.004149878,0.022846978,0.00414998,3
53033028802,otherili,2018_W45,0.001319405,0.000171355,0.001319367,0.010141924,0.001319405,3
53033028901,otherili,2018_W45,0.000818155,9.41E-06,0.000818103,0.070902246,0.000818155,2
53033028902,otherili,2018_W45,0.000412721,5.05E-05,0.000412709,0.003369182,0.000412721,2
53033029001,otherili,2018_W45,0.000267903,2.30E-05,0.000267894,0.003112747,0.000267903,2
53033029003,otherili,2018_W45,0.000272987,3.05E-05,0.000272978,0.002441338,0.000272987,2
53033029004,otherili,2018_W45,0.000149041,4.57E-06,0.000149034,0.004849879,0.000149041,1
53033029101,otherili,2018_W45,0.00054742,6.25E-05,0.000547403,0.004783419,0.00054742,2
53033029102,otherili,2018_W45,7.11E-05,4.19E-06,7.11E-05,0.001203146,7.11E-05,1
53033029203,otherili,2018_W45,0.001389373,0.000213463,0.001389336,0.009028914,0.001389373,3
53033029204,otherili,2018_W45,0.002466513,0.000182447,0.002466421,0.033272629,0.002466513,3
53033029205,otherili,2018_W45,0.00092994,0.000140227,0.000929915,0.006157321,0.00092994,2
53033029206,otherili,2018_W45,0.001077854,0.000164653,0.001077825,0.007044815,0.001077854,2
53033029303,otherili,2018_W45,0.000511785,6.24E-05,0.000511769,0.004193079,0.000511785,2
53033029304,otherili,2018_W45,0.000717299,0.000164591,0.000717284,0.003122195,0.000717299,2
53033029305,otherili,2018_W45,0.000222427,1.87E-05,0.000222419,0.002642001,0.000222427,2
53033029306,otherili,2018_W45,0.000224604,1.32E-05,0.000224595,0.003814147,0.000224604,2
53033029307,otherili,2018_W45,0.000191658,1.77E-05,0.000191651,0.002068358,0.000191658,1
53033029403,otherili,2018_W45,0.00026017,2.90E-05,0.000260162,0.00232629,0.00026017,2
53033029405,otherili,2018_W45,0.00012585,1.16E-06,0.000125841,0.013612447,0.00012585,1
53033029406,otherili,2018_W45,0.000588679,7.88E-05,0.000588662,0.00439267,0.000588679,2
53033029407,otherili,2018_W45,0.003986349,0.000722501,0.003986251,0.021963073,0.003986349,3
53033029408,otherili,2018_W45,0.000631604,4.56E-05,0.00063158,0.008729208,0.000631604,2
53033029502,otherili,2018_W45,0.000333826,3.97E-05,0.000333816,0.002805402,0.000333826,2
53033029503,otherili,2018_W45,0.000686621,0.000133467,0.000686605,0.003527501,0.000686621,2
53033029504,otherili,2018_W45,0.000911983,0.000113508,0.000911956,0.00731465,0.000911983,2
53033029601,otherili,2018_W45,0.000294446,3.96E-05,0.000294438,0.002183607,0.000294446,2
53033029602,otherili,2018_W45,0.001730745,0.000269811,0.001730699,0.011084926,0.001730745,3
